timestamp,node,action
1789637050.256804,cluster-01,start
1789637050.284801,cluster-02,start
1789637050.310718,desktop-01,start
1789637050.338806,low-power-01,start
1789637050.3668768,phone-01,start
1789637050.3941472,phone-02,start
1789637105.918056,cluster-01,stop
1789637111.106338,cluster-01,restart
1789637116.028227,cluster-02,stop
1789637121.442583,cluster-02,restart
1789637126.1078458,desktop-01,stop
1789637131.271235,desktop-01,restart
1789637136.3260689,low-power-01,stop
1789637141.477236,low-power-01,restart
1789637146.263649,phone-01,stop
1789637151.4202611,phone-01,restart
1789637156.356517,phone-02,stop
1789637156.727387,cluster-01,stop
1789637161.472806,phone-02,restart
1789637161.843542,cluster-01,restart
1789637166.925716,cluster-02,stop
1789637172.093017,cluster-02,restart
1789637176.7404969,desktop-01,stop
1789637181.887397,desktop-01,restart
1789637187.048233,low-power-01,stop
1789637192.2026749,low-power-01,restart
1789637196.9142988,phone-01,stop
1789637202.109673,phone-01,restart
1789637206.984809,phone-02,stop
1789637207.308977,cluster-01,stop
1789637212.093968,phone-02,restart
1789637212.416419,cluster-01,restart
1789637217.577227,cluster-02,stop
1789637222.705705,cluster-02,restart
1789637227.4361799,desktop-01,stop
1789637232.558346,desktop-01,restart
1789637237.619078,low-power-01,stop
1789637242.716589,low-power-01,restart
1789637247.558285,phone-01,stop
1789637252.681219,phone-01,restart
1789637257.483697,phone-02,stop
1789637257.834143,cluster-01,stop
1789637262.61533,phone-02,restart
1789637262.9731462,cluster-01,restart
