timestamp,node,action
1789638994.8049579,cluster-01,start
1789638994.8341172,cluster-02,start
1789638994.861782,desktop-01,start
1789638994.890878,low-power-01,start
1789638994.9211462,phone-01,start
1789638994.9505742,phone-02,start
1789639035.458836,cluster-01,stop
1789639045.393698,cluster-02,stop
1789639055.460166,desktop-01,stop
1789639065.528511,low-power-01,stop
1789639065.7544582,cluster-01,restart
1789639075.6199129,phone-01,stop
1789639075.6690052,cluster-02,restart
1789639085.76832,desktop-01,restart
1789639085.825603,phone-02,stop
1789639095.918776,low-power-01,restart
1789639096.102203,cluster-01,stop
1789639105.973811,phone-01,restart
1789639106.01003,cluster-02,stop
1789639116.066723,desktop-01,stop
1789639116.116687,phone-02,restart
1789639126.233477,low-power-01,stop
1789639126.385984,cluster-01,restart
1789639136.280355,cluster-02,restart
1789639136.3229241,phone-01,stop
1789639146.362066,desktop-01,restart
1789639146.43104,phone-02,stop
1789639156.490487,low-power-01,restart
1789639156.676289,cluster-01,stop
1789639166.542187,cluster-02,stop
1789639166.575715,phone-01,restart
1789639176.671205,desktop-01,stop
1789639176.702851,phone-02,restart
1789639186.821716,low-power-01,stop
1789639186.9960902,cluster-01,restart
1789639196.9266481,cluster-02,restart
1789639196.959168,phone-01,stop
1789639207.01924,desktop-01,restart
1789639207.0540612,phone-02,stop
1789639217.1046882,low-power-01,restart
1789639217.296884,cluster-01,stop
1789639227.179609,cluster-02,stop
1789639227.211704,phone-01,restart
1789639237.326744,phone-02,restart
1789639237.3594398,desktop-01,stop
1789639247.437536,low-power-01,stop
1789639247.6284611,cluster-01,restart
1789639257.5425391,cluster-02,restart
1789639257.5907872,phone-01,stop
1789639267.6916401,desktop-01,restart
1789639267.733292,phone-02,stop
