result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260917T092942Z_weighted_least_loaded_short_1_0	exp_20260917T092942Z_weighted_least_loaded_short_1	short	1789639773	5000000000	600	1789639852	1789639881	1789640452	5.091997	7.049211	1000000000	1	0	1	cluster-01	4	1000000000	1	1
2	exp_20260917T092942Z_weighted_least_loaded_short_2_0	exp_20260917T092942Z_weighted_least_loaded_short_2	short	1789639773	5000000000	600	1789639852	1789639886	1789640452	2.555144	7.033116	1000000000	1	0	2	phone-02	1	1000000000	1	1
3	exp_20260917T092942Z_weighted_least_loaded_short_3_0	exp_20260917T092942Z_weighted_least_loaded_short_3	short	1789639778	5000000000	600	1789639852	1789639876	1789640452	2.552208	7.030188	1000000000	1	0	3	phone-01	1	1000000000	1	1
4	exp_20260917T092942Z_weighted_least_loaded_short_4_0	exp_20260917T092942Z_weighted_least_loaded_short_4	short	1789639783	5000000000	600	1789639857	1789639880	1789640457	5.048988	7.041215	1000000000	1	0	4	cluster-02	4	1000000000	1	1
5	exp_20260917T092942Z_weighted_least_loaded_short_5_0	exp_20260917T092942Z_weighted_least_loaded_short_5	short	1789639783	5000000000	600	1789639862	1789639886	1789640462	4.997079	7.042367	1000000000	1	0	5	desktop-01	2	1000000000	1	1
6	exp_20260917T092942Z_weighted_least_loaded_short_6_0	exp_20260917T092942Z_weighted_least_loaded_short_6	short	1789639783	5000000000	600	1789639862	1789639886	1789640462	4.982265	7.043914	1000000000	1	0	6	low-power-01	1	1000000000	1	1
7	exp_20260917T092942Z_weighted_least_loaded_short_7_0	exp_20260917T092942Z_weighted_least_loaded_short_7	short	1789639788	5000000000	600	1789639864	1789639926	1789640464	4.979596	10.034789	1000000000	1	0	1	cluster-01	4	1000000000	1	1
8	exp_20260917T092942Z_weighted_least_loaded_short_8_0	exp_20260917T092942Z_weighted_least_loaded_short_8	short	1789639788	5000000000	600	1789639864	1789639888	1789640464	3.119125	8.0243	1000000000	1	0	3	phone-01	1	1000000000	1	1
9	exp_20260917T092942Z_weighted_least_loaded_short_9_0	exp_20260917T092942Z_weighted_least_loaded_short_9	short	1789639788	5000000000	600	1789639869	1789639898	1789640469	3.03786	7.018807	1000000000	1	0	2	phone-02	1	1000000000	1	1
10	exp_20260917T092942Z_weighted_least_loaded_short_10_0	exp_20260917T092942Z_weighted_least_loaded_short_10	short	1789639793	5000000000	600	1789639864	1789639926	1789640464	4.983102	8.023179	1000000000	1	0	1	cluster-01	4	1000000000	1	1
11	exp_20260917T092942Z_weighted_least_loaded_short_11_0	exp_20260917T092942Z_weighted_least_loaded_short_11	short	1789639793	5000000000	600	1789639864	1789639926	1789640464	4.962693	9.026882	1000000000	1	0	1	cluster-01	4	1000000000	1	1
12	exp_20260917T092942Z_weighted_least_loaded_short_12_0	exp_20260917T092942Z_weighted_least_loaded_short_12	short	1789639793	5000000000	600	1789639864	1789639926	1789640464	5.081532	7.021853	1000000000	1	0	1	cluster-01	4	1000000000	1	1
13	exp_20260917T092942Z_weighted_least_loaded_short_13_0	exp_20260917T092942Z_weighted_least_loaded_short_13	short	1789639798	5000000000	600	1789639868	1789639926	1789640468	5.06509	9.040324	1000000000	1	0	4	cluster-02	4	1000000000	1	1
14	exp_20260917T092942Z_weighted_least_loaded_short_14_0	exp_20260917T092942Z_weighted_least_loaded_short_14	short	1789639798	5000000000	600	1789639868	1789639926	1789640468	5.059705	10.043802	1000000000	1	0	4	cluster-02	4	1000000000	1	1
15	exp_20260917T092942Z_weighted_least_loaded_short_15_0	exp_20260917T092942Z_weighted_least_loaded_short_15	short	1789639803	5000000000	600	1789639868	1789639926	1789640468	5.063469	8.032977	1000000000	1	0	4	cluster-02	4	1000000000	1	1
16	exp_20260917T092942Z_weighted_least_loaded_short_16_0	exp_20260917T092942Z_weighted_least_loaded_short_16	short	1789639803	5000000000	600	1789639868	1789639926	1789640468	5.059635	7.031594	1000000000	1	0	4	cluster-02	4	1000000000	1	1
17	exp_20260917T092942Z_weighted_least_loaded_short_17_0	exp_20260917T092942Z_weighted_least_loaded_short_17	short	1789639808	5000000000	600	1789639874	1789639898	1789640474	5.079254	7.018582	1000000000	1	0	5	desktop-01	2	1000000000	1	1
18	exp_20260917T092942Z_weighted_least_loaded_short_18_0	exp_20260917T092942Z_weighted_least_loaded_short_18	short	1789639808	5000000000	600	1789639874	1789639898	1789640474	5.079721	7.019842	1000000000	1	0	6	low-power-01	1	1000000000	1	1
19	exp_20260917T092942Z_weighted_least_loaded_medium_1_0	exp_20260917T092942Z_weighted_least_loaded_medium_1	medium	1789639808	30000000000	1200	1789639874	1789639947	1789641074	22.42869	23.060759	1000000000	1	0	5	desktop-01	2	1000000000	1	1
