timestamp,node,action
1789636058.48075,cluster-01,start
1789636058.5095522,cluster-02,start
1789636058.538177,desktop-01,start
1789636058.5654569,low-power-01,start
1789636058.5922859,phone-01,start
1789636058.619458,phone-02,start
1789636114.215539,cluster-01,stop
1789636119.439439,cluster-01,restart
1789636124.325044,cluster-02,stop
1789636129.582667,cluster-02,restart
1789636134.4248111,desktop-01,stop
1789636139.587081,desktop-01,restart
1789636144.46652,low-power-01,stop
1789636149.640992,low-power-01,restart
1789636154.5632188,phone-01,stop
1789636159.687941,phone-01,restart
1789636164.657521,phone-02,stop
1789636164.956651,cluster-01,stop
1789636169.771774,phone-02,restart
1789636170.068137,cluster-01,restart
1789636175.039826,cluster-02,stop
1789636180.175297,cluster-02,restart
1789636185.0467892,desktop-01,stop
1789636190.190828,desktop-01,restart
1789636195.051729,low-power-01,stop
1789636200.221816,low-power-01,restart
1789636205.147645,phone-01,stop
1789636210.306284,phone-01,restart
1789636215.235472,phone-02,stop
1789636215.53166,cluster-01,stop
1789636220.331203,phone-02,restart
1789636220.680782,cluster-01,restart
1789636225.627444,cluster-02,stop
1789636230.810828,cluster-02,restart
1789636235.622085,desktop-01,stop
1789636240.745228,desktop-01,restart
1789636245.659776,low-power-01,stop
1789636250.76492,low-power-01,restart
1789636255.7050471,phone-01,stop
1789636260.797628,phone-01,restart
1789636265.790134,phone-02,stop
1789636266.097357,cluster-01,stop
1789636270.90979,phone-02,restart
1789636271.221259,cluster-01,restart
