timestamp,node,action
1789643071.169198,cluster-01,start
1789643071.1971998,cluster-02,start
1789643071.224149,desktop-01,start
1789643071.251331,low-power-01,start
1789643071.2782469,phone-01,start
1789643071.304933,phone-02,start
1789643093.515627,cluster-01,stop
1789643103.585363,cluster-02,stop
1789643113.654644,desktop-01,stop
1789643118.73984,cluster-01,restart
1789643123.7374358,low-power-01,stop
1789643128.817962,cluster-02,restart
1789643130.936852,cluster-01,stop
1789643133.810687,phone-01,stop
1789643138.886196,desktop-01,restart
1789643140.9727192,cluster-02,stop
1789643143.8342242,phone-02,stop
1789643148.965648,low-power-01,restart
1789643151.0403268,desktop-01,stop
1789643156.189821,cluster-01,restart
1789643159.0203872,phone-01,restart
1789643161.114341,low-power-01,stop
1789643166.181233,cluster-02,restart
1789643168.3550239,cluster-01,stop
1789643169.093923,phone-02,restart
1789643171.1842911,phone-01,stop
1789643176.2518559,desktop-01,restart
1789643178.3445928,cluster-02,stop
1789643181.300066,phone-02,stop
1789643186.3480399,low-power-01,restart
1789643188.3931332,desktop-01,stop
1789643193.572681,cluster-01,restart
1789643196.395948,phone-01,restart
1789643198.490043,low-power-01,stop
1789643203.5471349,cluster-02,restart
1789643205.726193,cluster-01,stop
1789643206.503735,phone-02,restart
1789643208.534362,phone-01,stop
1789643213.605128,desktop-01,restart
1789643215.679615,cluster-02,stop
1789643218.685933,phone-02,stop
1789643223.707693,low-power-01,restart
1789643225.757262,desktop-01,stop
1789643230.955145,cluster-01,restart
1789643233.75578,phone-01,restart
1789643235.871242,low-power-01,stop
1789643240.945353,cluster-02,restart
1789643243.124322,cluster-01,stop
1789643243.906523,phone-02,restart
1789643245.92817,phone-01,stop
1789643250.9853382,desktop-01,restart
1789643253.092072,cluster-02,stop
1789643256.088736,phone-02,stop
1789643261.0865989,low-power-01,restart
1789643263.139106,desktop-01,stop
1789643268.344743,cluster-01,restart
1789643271.1530619,phone-01,restart
1789643273.236663,low-power-01,stop
1789643278.311677,cluster-02,restart
1789643280.489275,cluster-01,stop
1789643281.3091671,phone-02,restart
1789643283.3517408,phone-01,stop
1789643288.377781,desktop-01,restart
1789643290.465926,cluster-02,stop
1789643293.489276,phone-02,stop
1789643298.452885,low-power-01,restart
1789643300.5341141,desktop-01,stop
1789643305.7346702,cluster-01,restart
1789643308.612693,phone-01,restart
1789643310.635433,low-power-01,stop
1789643315.7488902,cluster-02,restart
1789643317.924611,cluster-01,stop
1789643318.781229,phone-02,restart
1789643320.808755,phone-01,stop
1789643325.856225,desktop-01,restart
1789643327.937998,cluster-02,stop
1789643330.965625,phone-02,stop
1789643335.9545898,low-power-01,restart
1789643338.040457,desktop-01,stop
