result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T180210Z_baseline_short_1_0	exp_20260916T180210Z_baseline_short_1	short	1789581775	5000000000	600	1789581878	1789581932	1789582478	5.973676	8.038002	1000000000	1	0	1	cluster-02	4	1000000000	1	1
2	exp_20260916T180210Z_baseline_short_2_0	exp_20260916T180210Z_baseline_short_2	short	1789581780	5000000000	600	1789581878	1789581907	1789582478	2.588352	7.05313	1000000000	1	0	6	phone-01	1	1000000000	1	1
3	exp_20260916T180210Z_baseline_short_3_0	exp_20260916T180210Z_baseline_short_3	short	1789581780	5000000000	600	1789581878	1789581932	1789582478	5.980302	7.020332	1000000000	1	0	1	cluster-02	4	1000000000	1	1
4	exp_20260916T180210Z_baseline_short_4_0	exp_20260916T180210Z_baseline_short_4	short	1789581780	5000000000	600	1789581878	1789581949	1789582478	6.079999	8.023475	1000000000	1	0	1	cluster-02	4	1000000000	1	1
5	exp_20260916T180210Z_baseline_short_5_0	exp_20260916T180210Z_baseline_short_5	short	1789581785	5000000000	600	1789581887	1789581911	1789582487	3.065815	8.013728	1000000000	1	0	3	phone-02	1	1000000000	1	1
6	exp_20260916T180210Z_baseline_short_6_0	exp_20260916T180210Z_baseline_short_6	short	1789581785	5000000000	600	1789581887	1789581942	1789582487	6.049412	8.029078	1000000000	1	0	2	cluster-01	4	1000000000	1	1
7	exp_20260916T180210Z_baseline_short_7_0	exp_20260916T180210Z_baseline_short_7	short	1789581785	5000000000	600	1789581887	1789581925	1789582487	5.07605	7.029211	1000000000	1	0	2	cluster-01	4	1000000000	1	1
8	exp_20260916T180210Z_baseline_short_8_0	exp_20260916T180210Z_baseline_short_8	short	1789581785	5000000000	600	1789581887	1789581925	1789582487	5.059688	7.015086	1000000000	1	0	2	cluster-01	4	1000000000	1	1
9	exp_20260916T180210Z_baseline_short_9_0	exp_20260916T180210Z_baseline_short_9	short	1789581785	5000000000	600	1789581878	1789581930	1789582478	4.94216	6.025306	1000000000	1	0	4	desktop-01	2	1000000000	1	1
10	exp_20260916T180210Z_baseline_short_10_0	exp_20260916T180210Z_baseline_short_10	short	1789581790	5000000000	600	1789581853	1789581887	1789582453	3.054597	8.034875	1000000000	1	0	3	phone-02	1	1000000000	1	1
11	exp_20260916T180210Z_baseline_short_11_0	exp_20260916T180210Z_baseline_short_11	short	1789581790	5000000000	600	1789581887	1789581925	1789582487	5.071403	7.021966	1000000000	1	0	2	cluster-01	4	1000000000	1	1
12	exp_20260916T180210Z_baseline_short_12_0	exp_20260916T180210Z_baseline_short_12	short	1789581790	5000000000	600	1789581895	1789581919	1789582495	2.575013	7.016472	1000000000	1	0	6	phone-01	1	1000000000	1	1
13	exp_20260916T180210Z_baseline_short_13_0	exp_20260916T180210Z_baseline_short_13	short	1789581795	5000000000	600	1789581870	1789581899	1789582470	3.580931	9.020449	1000000000	1	0	3	phone-02	1	1000000000	1	1
14	exp_20260916T180210Z_baseline_short_14_0	exp_20260916T180210Z_baseline_short_14	short	1789581795	5000000000	600	1789581853	1789581887	1789582453	5.093683	7.031449	1000000000	1	0	2	cluster-01	4	1000000000	1	1
