timestamp,node,action
1789639839.216079,cluster-01,start
1789639839.24348,cluster-02,start
1789639839.270571,desktop-01,start
1789639839.297163,low-power-01,start
1789639839.324249,phone-01,start
1789639839.351229,phone-02,start
1789639879.714174,cluster-01,stop
1789639889.8430169,cluster-02,stop
1789639899.863966,desktop-01,stop
1789639909.947767,low-power-01,stop
1789639909.983784,cluster-01,restart
1789639920.0379698,phone-01,stop
1789639920.1641421,cluster-02,restart
1789639930.107177,phone-02,stop
1789639930.164552,desktop-01,restart
1789639940.264711,low-power-01,restart
1789639940.297903,cluster-01,stop
1789639950.293927,phone-01,restart
1789639950.449363,cluster-02,stop
1789639960.367293,phone-02,restart
1789639960.4624798,desktop-01,stop
1789639970.510782,low-power-01,stop
1789639970.543722,cluster-01,restart
1789639980.589566,phone-01,stop
1789639980.703403,cluster-02,restart
1789639990.643979,phone-02,stop
1789639990.6920571,desktop-01,restart
1789640000.76799,low-power-01,restart
1789640000.799732,cluster-01,stop
1789640010.8363361,phone-01,restart
1789640010.9428532,cluster-02,stop
1789640020.896448,phone-02,restart
1789640020.952868,desktop-01,stop
1789640031.030509,cluster-01,restart
1789640031.057339,low-power-01,stop
1789640041.11594,phone-01,stop
1789640041.1919281,cluster-02,restart
1789640051.217508,desktop-01,restart
1789640051.257947,phone-02,stop
1789640061.304981,cluster-01,stop
1789640061.338024,low-power-01,restart
1789640071.391063,phone-01,restart
1789640071.478535,cluster-02,stop
1789640081.478048,desktop-01,stop
1789640081.504061,phone-02,restart
1789640091.536127,cluster-01,restart
1789640091.569283,low-power-01,stop
1789640101.695563,phone-01,stop
1789640101.7753038,cluster-02,restart
1789640111.8578482,desktop-01,restart
1789640111.897944,phone-02,stop
1789640121.9428039,low-power-01,restart
1789640121.970624,cluster-01,stop
1789640132.02474,phone-01,restart
1789640132.138689,cluster-02,stop
1789640142.203103,phone-02,restart
1789640142.235321,desktop-01,stop
