result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T165346Z_random_short_1_0	exp_20260916T165346Z_random_short_1	short	1789578013	5000000000	600	1789578189	1789578214	1789578789	5.096336	7.030984	1000000000	1	0	5	cluster-02	4	1000000000	1	1
2	exp_20260916T165346Z_random_short_2_0	exp_20260916T165346Z_random_short_2	short	1789578018	5000000000	600	1789578189	1789578214	1789578789	4.952019	7.078037	1000000000	1	0	5	cluster-02	4	1000000000	1	1
3	exp_20260916T165346Z_random_short_3_0	exp_20260916T165346Z_random_short_3	short	1789578018	5000000000	600	1789578153	1789578189	1789578753	4.982386	7.029014	1000000000	1	0	5	cluster-02	4	1000000000	1	1
4	exp_20260916T165346Z_random_short_4_0	exp_20260916T165346Z_random_short_4	short	1789578023	5000000000	600	1789578165	1789578218	1789578765	4.969419	7.04616	1000000000	1	0	6	cluster-01	4	1000000000	1	1
5	exp_20260916T165346Z_random_short_5_0	exp_20260916T165346Z_random_short_5	short	1789578023	5000000000	600	1789578141	1789578200	1789578741	5.083373	7.029971	1000000000	1	0	4	desktop-01	2	1000000000	1	1
6	exp_20260916T165346Z_random_short_6_0	exp_20260916T165346Z_random_short_6	short	1789578028	5000000000	600	1789578153	1789578189	1789578753	4.986324	9.033149	1000000000	1	0	5	cluster-02	4	1000000000	1	1
7	exp_20260916T165346Z_random_short_7_0	exp_20260916T165346Z_random_short_7	short	1789578028	5000000000	600	1789578165	1789578201	1789578765	5.081123	7.020663	1000000000	1	0	5	cluster-02	4	1000000000	1	1
8	exp_20260916T165346Z_random_short_8_0	exp_20260916T165346Z_random_short_8	short	1789578028	5000000000	600	1789578129	1789578165	1789578729	4.981633	7.019358	1000000000	1	0	5	cluster-02	4	1000000000	1	1
9	exp_20260916T165346Z_random_short_9_0	exp_20260916T165346Z_random_short_9	short	1789578033	5000000000	600	1789578153	1789578196	1789578753	5.085431	7.033595	1000000000	1	0	6	cluster-01	4	1000000000	1	1
10	exp_20260916T165346Z_random_short_10_0	exp_20260916T165346Z_random_short_10	short	1789578033	5000000000	600	1789578165	1789578201	1789578765	1.134792	2.005173	1000000000	1	0	5	cluster-02	4	1000000000	1	1
11	exp_20260916T165346Z_random_short_11_0	exp_20260916T165346Z_random_short_11	short	1789578033	5000000000	600	1789578189	1789578214	1789578789	4.999193	9.051118	1000000000	1	0	5	cluster-02	4	1000000000	1	1
12	exp_20260916T165346Z_random_short_12_0	exp_20260916T165346Z_random_short_12	short	1789578038	5000000000	600	1789578163	1789578211	1789578763	5.081482	6.015069	1000000000	1	0	4	desktop-01	2	1000000000	1	1
13	exp_20260916T165346Z_random_short_13_0	exp_20260916T165346Z_random_short_13	short	1789578043	5000000000	600	1789578185	1789578228	1789578785	4.982416	7.015172	1000000000	1	0	4	desktop-01	2	1000000000	1	1
14	exp_20260916T165346Z_random_short_14_0	exp_20260916T165346Z_random_short_14	short	1789578043	5000000000	600	1789578153	1789578196	1789578753	4.975819	7.032458	1000000000	1	0	6	cluster-01	4	1000000000	1	1
15	exp_20260916T165346Z_random_short_15_0	exp_20260916T165346Z_random_short_15	short	1789578043	5000000000	600	1789578129	1789578165	1789578729	4.97795	7.019358	1000000000	1	0	5	cluster-02	4	1000000000	1	1
16	exp_20260916T165346Z_random_short_16_0	exp_20260916T165346Z_random_short_16	short	1789578043	5000000000	600	1789578129	1789578165	1789578729	5.078729	7.018906	1000000000	1	0	6	cluster-01	4	1000000000	1	1
17	exp_20260916T165346Z_random_short_17_0	exp_20260916T165346Z_random_short_17	short	1789578048	5000000000	600	1789578129	1789578165	1789578729	5.088981	7.064753	1000000000	1	0	5	cluster-02	4	1000000000	1	1
18	exp_20260916T165346Z_random_short_18_0	exp_20260916T165346Z_random_short_18	short	1789578053	5000000000	600	1789578129	1789578163	1789578729	4.97579	7.01207	1000000000	1	0	4	desktop-01	2	1000000000	1	1
19	exp_20260916T165346Z_random_medium_1_0	exp_20260916T165346Z_random_medium_1	medium	1789578053	30000000000	1200	1789578153	1789578235	1789579353	19.265	20.100878	1000000000	1	0	6	cluster-01	4	1000000000	1	1
20	exp_20260916T165346Z_random_medium_2_0	exp_20260916T165346Z_random_medium_2	medium	1789578058	30000000000	1200	1789578129	1789578185	1789579329	17.38055	18.066194	1000000000	1	0	4	desktop-01	2	1000000000	1	1
21	exp_20260916T165346Z_random_medium_3_0	exp_20260916T165346Z_random_medium_3	medium	1789578058	30000000000	1200	1789578129	1789578196	1789579329	22.31202	24.072855	1000000000	1	0	6	cluster-01	4	1000000000	1	1
