result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T180210Z_round_robin_short_1_0	exp_20260916T180210Z_round_robin_short_1	short	1789583606	5000000000	600	1789583680	1789583709	1789584280	5.094253	7.050395	1000000000	1	0	1	cluster-02	4	1000000000	1	1
2	exp_20260916T180210Z_round_robin_short_2_0	exp_20260916T180210Z_round_robin_short_2	short	1789583606	5000000000	600	1789583680	1789583709	1789584280	2.572441	7.054394	1000000000	1	0	2	phone-01	1	1000000000	1	1
3	exp_20260916T180210Z_round_robin_short_3_0	exp_20260916T180210Z_round_robin_short_3	short	1789583611	5000000000	600	1789583721	1789583776	1789584321	3.00227	4.021499	1000000000	1	0	4	low-power-01	1	1000000000	1	1
4	exp_20260916T180210Z_round_robin_short_4_0	exp_20260916T180210Z_round_robin_short_4	short	1789583611	5000000000	600	1789583697	1789583721	1789584297	6.013962	8.022198	1000000000	1	0	4	low-power-01	1	1000000000	1	1
5	exp_20260916T180210Z_round_robin_short_5_0	exp_20260916T180210Z_round_robin_short_5	short	1789583611	5000000000	600	1789583685	1789583709	1789584285	4.995803	7.042423	1000000000	1	0	5	cluster-01	4	1000000000	1	1
6	exp_20260916T180210Z_round_robin_short_6_0	exp_20260916T180210Z_round_robin_short_6	short	1789583616	5000000000	600	1789583685	1789583714	1789584285	4.993125	7.044855	1000000000	1	0	6	desktop-01	2	1000000000	1	1
7	exp_20260916T180210Z_round_robin_short_7_0	exp_20260916T180210Z_round_robin_short_7	short	1789583616	5000000000	600	1789583714	1789583749	1789584314	5.065658	8.023192	1000000000	1	0	6	desktop-01	2	1000000000	1	1
8	exp_20260916T180210Z_round_robin_short_8_0	exp_20260916T180210Z_round_robin_short_8	short	1789583616	5000000000	600	1789583714	1789583749	1789584314	4.944889	7.021074	1000000000	1	0	6	desktop-01	2	1000000000	1	1
9	exp_20260916T180210Z_round_robin_short_9_0	exp_20260916T180210Z_round_robin_short_9	short	1789583616	5000000000	600	1789583680	1789583709	1789584280	2.556806	7.056515	1000000000	1	0	3	phone-02	1	1000000000	1	1
10	exp_20260916T180210Z_round_robin_short_10_0	exp_20260916T180210Z_round_robin_short_10	short	1789583616	5000000000	600	1789583680	1789583709	1789584280	5.084601	7.044242	1000000000	1	0	4	low-power-01	1	1000000000	1	1
11	exp_20260916T180210Z_round_robin_short_11_0	exp_20260916T180210Z_round_robin_short_11	short	1789583621	5000000000	600	1789583697	1789583729	1789584297	4.872445	8.056683	1000000000	1	0	5	cluster-01	4	1000000000	1	1
12	exp_20260916T180210Z_round_robin_short_12_0	exp_20260916T180210Z_round_robin_short_12	short	1789583621	5000000000	600	1789583697	1789583731	1789584297	6.057085	8.029832	1000000000	1	0	6	desktop-01	2	1000000000	1	1
13	exp_20260916T180210Z_round_robin_short_13_0	exp_20260916T180210Z_round_robin_short_13	short	1789583621	5000000000	600	1789583697	1789583721	1789584297	4.830402	7.036878	1000000000	1	0	1	cluster-02	4	1000000000	1	1
14	exp_20260916T180210Z_round_robin_short_14_0	exp_20260916T180210Z_round_robin_short_14	short	1789583626	5000000000	600	1789583697	1789583721	1789584297	3.508329	8.031928	1000000000	1	0	2	phone-01	1	1000000000	1	1
15	exp_20260916T180210Z_round_robin_short_15_0	exp_20260916T180210Z_round_robin_short_15	short	1789583626	5000000000	600	1789583697	1789583721	1789584297	3.554191	9.02372	1000000000	1	0	3	phone-02	1	1000000000	1	1
16	exp_20260916T180210Z_round_robin_short_16_0	exp_20260916T180210Z_round_robin_short_16	short	1789583626	5000000000	600	1789583721	1789583774	1789584321	3.092907	8.078967	1000000000	1	0	2	phone-01	1	1000000000	1	1
17	exp_20260916T180210Z_round_robin_short_17_0	exp_20260916T180210Z_round_robin_short_17	short	1789583626	5000000000	600	1789583697	1789583729	1789584297	4.815821	7.055681	1000000000	1	0	5	cluster-01	4	1000000000	1	1
18	exp_20260916T180210Z_round_robin_short_18_0	exp_20260916T180210Z_round_robin_short_18	short	1789583631	5000000000	600	1789583697	1789583731	1789584297	5.909465	7.02973	1000000000	1	0	6	desktop-01	2	1000000000	1	1
19	exp_20260916T180210Z_round_robin_medium_1_0	exp_20260916T180210Z_round_robin_medium_1	medium	1789583636	30000000000	1200	1789583697	1789583751	1789584897	27.12913	28.126822	1000000000	1	0	1	cluster-02	4	1000000000	1	1
20	exp_20260916T180210Z_round_robin_medium_2_0	exp_20260916T180210Z_round_robin_medium_2	medium	1789583641	30000000000	1200	1789583721	1789583818	1789584921	20.33606	21.046001	1000000000	1	0	1	cluster-02	4	1000000000	1	1
