result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T180210Z_weighted_least_loaded_short_1_0	exp_20260916T180210Z_weighted_least_loaded_short_1	short	1789583967	5000000000	600	1789584046	1789584080	1789584646	5.101273	7.059023	1000000000	1	0	6	cluster-01	4	1000000000	1	1
2	exp_20260916T180210Z_weighted_least_loaded_short_2_0	exp_20260916T180210Z_weighted_least_loaded_short_2	short	1789583972	5000000000	600	1789584041	1789584065	1789584641	3.504568	8.042779	1000000000	1	0	1	phone-01	1	1000000000	1	1
3	exp_20260916T180210Z_weighted_least_loaded_short_3_0	exp_20260916T180210Z_weighted_least_loaded_short_3	short	1789583972	5000000000	600	1789584041	1789584065	1789584641	5.097123	7.036862	1000000000	1	0	2	desktop-01	2	1000000000	1	1
4	exp_20260916T180210Z_weighted_least_loaded_short_4_0	exp_20260916T180210Z_weighted_least_loaded_short_4	short	1789583977	5000000000	600	1789584041	1789584069	1789584641	5.091573	7.03167	1000000000	1	0	3	low-power-01	1	1000000000	1	1
5	exp_20260916T180210Z_weighted_least_loaded_short_5_0	exp_20260916T180210Z_weighted_least_loaded_short_5	short	1789583977	5000000000	600	1789584046	1789584075	1789584646	5.090389	7.043323	1000000000	1	0	4	cluster-02	4	1000000000	1	1
6	exp_20260916T180210Z_weighted_least_loaded_short_6_0	exp_20260916T180210Z_weighted_least_loaded_short_6	short	1789583977	5000000000	600	1789584046	1789584070	1789584646	3.080961	8.067579	1000000000	1	0	5	phone-02	1	1000000000	1	1
7	exp_20260916T180210Z_weighted_least_loaded_short_7_0	exp_20260916T180210Z_weighted_least_loaded_short_7	short	1789583977	5000000000	600	1789584053	1789584077	1789584653	3.573407	9.040267	1000000000	1	0	1	phone-01	1	1000000000	1	1
8	exp_20260916T180210Z_weighted_least_loaded_short_8_0	exp_20260916T180210Z_weighted_least_loaded_short_8	short	1789583977	5000000000	600	1789584058	1789584081	1789584658	6.063084	8.029094	1000000000	1	0	3	low-power-01	1	1000000000	1	1
9	exp_20260916T180210Z_weighted_least_loaded_short_9_0	exp_20260916T180210Z_weighted_least_loaded_short_9	short	1789583977	5000000000	600	1789584053	1789584077	1789584653	5.073715	7.018216	1000000000	1	0	2	desktop-01	2	1000000000	1	1
10	exp_20260916T180210Z_weighted_least_loaded_short_10_0	exp_20260916T180210Z_weighted_least_loaded_short_10	short	1789583982	5000000000	600	1789584053	1789584077	1789584653	4.973256	8.019248	1000000000	1	0	2	desktop-01	2	1000000000	1	1
11	exp_20260916T180210Z_weighted_least_loaded_short_11_0	exp_20260916T180210Z_weighted_least_loaded_short_11	short	1789583982	5000000000	600	1789584058	1789584092	1789584658	6.069221	11.065386	1000000000	1	0	4	cluster-02	4	1000000000	1	1
12	exp_20260916T180210Z_weighted_least_loaded_short_12_0	exp_20260916T180210Z_weighted_least_loaded_short_12	short	1789583982	5000000000	600	1789584058	1789584092	1789584658	6.066444	8.040777	1000000000	1	0	4	cluster-02	4	1000000000	1	1
13	exp_20260916T180210Z_weighted_least_loaded_short_13_0	exp_20260916T180210Z_weighted_least_loaded_short_13	short	1789583987	5000000000	600	1789584058	1789584092	1789584658	6.058535	9.043864	1000000000	1	0	4	cluster-02	4	1000000000	1	1
14	exp_20260916T180210Z_weighted_least_loaded_short_14_0	exp_20260916T180210Z_weighted_least_loaded_short_14	short	1789583987	5000000000	600	1789584058	1789584092	1789584658	6.051725	10.050831	1000000000	1	0	4	cluster-02	4	1000000000	1	1
15	exp_20260916T180210Z_weighted_least_loaded_short_15_0	exp_20260916T180210Z_weighted_least_loaded_short_15	short	1789583987	5000000000	600	1789584058	1789584082	1789584658	3.628642	9.057296	1000000000	1	0	5	phone-02	1	1000000000	1	1
16	exp_20260916T180210Z_weighted_least_loaded_short_16_0	exp_20260916T180210Z_weighted_least_loaded_short_16	short	1789583987	5000000000	600	1789584063	1789584105	1789584663	4.974429	6.039875	1000000000	1	0	6	cluster-01	4	1000000000	1	1
17	exp_20260916T180210Z_weighted_least_loaded_short_17_0	exp_20260916T180210Z_weighted_least_loaded_short_17	short	1789583987	5000000000	600	1789584063	1789584105	1789584663	6.068294	8.045919	1000000000	1	0	6	cluster-01	4	1000000000	1	1
18	exp_20260916T180210Z_weighted_least_loaded_short_18_0	exp_20260916T180210Z_weighted_least_loaded_short_18	short	1789583992	5000000000	600	1789584063	1789584105	1789584663	6.076224	9.048258	1000000000	1	0	6	cluster-01	4	1000000000	1	1
19	exp_20260916T180210Z_weighted_least_loaded_medium_1_0	exp_20260916T180210Z_weighted_least_loaded_medium_1	medium	1789583992	30000000000	1200	1789584063	1789584117	1789585263	19.98106	21.094985	1000000000	1	0	6	cluster-01	4	1000000000	1	1
20	exp_20260916T180210Z_weighted_least_loaded_medium_2_0	exp_20260916T180210Z_weighted_least_loaded_medium_2	medium	1789583992	30000000000	1200	1789584065	1789584116	1789585265	30.51091	30.51091	1000000000	1	0	2	desktop-01	2	1000000000	1	1
21	exp_20260916T180210Z_weighted_least_loaded_medium_3_0	exp_20260916T180210Z_weighted_least_loaded_medium_3	medium	1789583992	30000000000	1200	1789584065	1789584106	1789585265	15.53292	32.25367	1000000000	1	0	1	phone-01	1	1000000000	1	1
22	exp_20260916T180210Z_weighted_least_loaded_medium_4_0	exp_20260916T180210Z_weighted_least_loaded_medium_4	medium	1789583997	30000000000	1200	1789584065	1789584116	1789585265	29.52217	30.234475	1000000000	1	0	2	desktop-01	2	1000000000	1	1
23	exp_20260916T180210Z_weighted_least_loaded_medium_5_0	exp_20260916T180210Z_weighted_least_loaded_medium_5	medium	1789583997	30000000000	1200	1789584069	1789584121	1789585269	30.77241	32.12417	1000000000	1	0	3	low-power-01	1	1000000000	1	1
