result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260917T084802Z_random_short_1_0	exp_20260917T084802Z_random_short_1	short	1789635340	5000000000	600	1789635484	1789635536	1789636084	2.173589	9.134094	1000000000	1	0	1	cluster-01	4	1000000000	1	1
2	exp_20260917T084802Z_random_short_2_0	exp_20260917T084802Z_random_short_2	short	1789635346	5000000000	600	1789635459	1789635489	1789636059	4.951117	7.026886	1000000000	1	0	6	cluster-02	4	1000000000	1	1
3	exp_20260917T084802Z_random_short_3_0	exp_20260917T084802Z_random_short_3	short	1789635346	5000000000	600	1789635501	1789635530	1789636101	5.081774	7.034772	1000000000	1	0	6	cluster-02	4	1000000000	1	1
4	exp_20260917T084802Z_random_short_4_0	exp_20260917T084802Z_random_short_4	short	1789635351	5000000000	600	1789635458	1789635489	1789636058	2.926543	10.181299	1000000000	1	0	6	cluster-02	4	1000000000	1	1
5	exp_20260917T084802Z_random_short_5_0	exp_20260917T084802Z_random_short_5	short	1789635351	5000000000	600	1789635489	1789635518	1789636089	5.98228	7.027879	1000000000	1	0	6	cluster-02	4	1000000000	1	1
6	exp_20260917T084802Z_random_short_6_0	exp_20260917T084802Z_random_short_6	short	1789635356	5000000000	600	1789635489	1789635518	1789636089	5.998564	8.028876	1000000000	1	0	6	cluster-02	4	1000000000	1	1
7	exp_20260917T084802Z_random_short_7_0	exp_20260917T084802Z_random_short_7	short	1789635356	5000000000	600	1789635459	1789635501	1789636059	5.009595	7.085962	1000000000	1	0	6	cluster-02	4	1000000000	1	1
8	exp_20260917T084802Z_random_short_8_0	exp_20260917T084802Z_random_short_8	short	1789635356	5000000000	600	1789635471	1789635501	1789636071	6.044055	8.054013	1000000000	1	0	6	cluster-02	4	1000000000	1	1
9	exp_20260917T084802Z_random_short_9_0	exp_20260917T084802Z_random_short_9	short	1789635356	5000000000	600	1789635446	1789635471	1789636046	4.989233	8.024	1000000000	1	0	6	cluster-02	4	1000000000	1	1
10	exp_20260917T084802Z_random_short_10_0	exp_20260917T084802Z_random_short_10	short	1789635361	5000000000	600	1789635484	1789635536	1789636084	1.125332	9.133428	1000000000	1	0	1	cluster-01	4	1000000000	1	1
11	exp_20260917T084802Z_random_short_11_0	exp_20260917T084802Z_random_short_11	short	1789635361	5000000000	600	1789635471	1789635518	1789636071	6.033405	8.039242	1000000000	1	0	6	cluster-02	4	1000000000	1	1
12	exp_20260917T084802Z_random_short_12_0	exp_20260917T084802Z_random_short_12	short	1789635366	5000000000	600	1789635478	1789635528	1789636078	5.065248	7.022485	1000000000	1	0	2	desktop-01	2	1000000000	1	1
13	exp_20260917T084802Z_random_short_13_0	exp_20260917T084802Z_random_short_13	short	1789635366	5000000000	600	1789635443	1789635524	1789636043	5.071178	7.040056	1000000000	1	0	1	cluster-01	4	1000000000	1	1
14	exp_20260917T084802Z_random_short_14_0	exp_20260917T084802Z_random_short_14	short	1789635366	5000000000	600	1789635446	1789635471	1789636046	5.035508	7.023	1000000000	1	0	6	cluster-02	4	1000000000	1	1
15	exp_20260917T084802Z_random_short_15_0	exp_20260917T084802Z_random_short_15	short	1789635371	5000000000	600	1789635489	1789635518	1789636089	5.08573	7.115914	1000000000	1	0	6	cluster-02	4	1000000000	1	1
16	exp_20260917T084802Z_random_short_16_0	exp_20260917T084802Z_random_short_16	short	1789635371	5000000000	600	1789635443	1789635524	1789636043	4.930492	7.084988	1000000000	1	0	1	cluster-01	4	1000000000	1	1
17	exp_20260917T084802Z_random_short_17_0	exp_20260917T084802Z_random_short_17	short	1789635371	5000000000	600	1789635471	1789635519	1789636071	2.578242	7.049581	1000000000	1	0	4	phone-02	1	1000000000	1	1
18	exp_20260917T084802Z_random_short_18_0	exp_20260917T084802Z_random_short_18	short	1789635376	5000000000	600	1789635453	1789635528	1789636053	5.002344	7.026705	1000000000	1	0	2	desktop-01	2	1000000000	1	1
19	exp_20260917T084802Z_random_medium_1_0	exp_20260917T084802Z_random_medium_1	medium	1789635376	30000000000	1200	1789635443	1789635508	1789636643	30.38272	32.065015	1000000000	1	0	1	cluster-01	4	1000000000	1	1
20	exp_20260917T084802Z_random_medium_2_0	exp_20260917T084802Z_random_medium_2	medium	1789635376	30000000000	1200	1789635441	1789635510	1789636641	15.79319	33.077036	1000000000	1	0	4	phone-02	1	1000000000	1	1
21	exp_20260917T084802Z_random_medium_3_0	exp_20260917T084802Z_random_medium_3	medium	1789635381	30000000000	1200	1789635446	1789635489	1789636646	25.15376	32.309027	1000000000	1	0	6	cluster-02	4	1000000000	1	1
22	exp_20260917T084802Z_random_medium_4_0	exp_20260917T084802Z_random_medium_4	medium	1789635381	30000000000	1200	1789635431	1789635484	1789636631	27.32072	34.288657	1000000000	1	0	1	cluster-01	4	1000000000	1	1
23	exp_20260917T084802Z_random_medium_5_0	exp_20260917T084802Z_random_medium_5	medium	1789635381	30000000000	1200	1789635436	1789635478	1789636636	30.40784	32.07599	1000000000	1	0	2	desktop-01	2	1000000000	1	1
24	exp_20260917T084802Z_random_medium_6_0	exp_20260917T084802Z_random_medium_6	medium	1789635386	30000000000	1200	1789635436	1789635589	1789636636	30.21569	32.126018	1000000000	1	0	3	low-power-01	1	1000000000	1	1
25	exp_20260917T084802Z_random_medium_7_0	exp_20260917T084802Z_random_medium_7	medium	1789635386	30000000000	1200	1789635431	1789635508	1789636631	30.27088	32.066347	1000000000	1	0	1	cluster-01	4	1000000000	1	1
26	exp_20260917T084802Z_random_medium_8_0	exp_20260917T084802Z_random_medium_8	medium	1789635391	30000000000	1200	1789635446	1789635501	1789636646	25.25695	32.332038	1000000000	1	0	6	cluster-02	4	1000000000	1	1
27	exp_20260917T084802Z_random_medium_9_0	exp_20260917T084802Z_random_medium_9	medium	1789635391	30000000000	1200	1789635436	1789635594	1789636636	13.14611	32.352971	1000000000	1	0	5	phone-01	1	1000000000	1	1
28	exp_20260917T084802Z_random_medium_10_0	exp_20260917T084802Z_random_medium_10	medium	1789635396	30000000000	1200	1789635431	1789635484	1789636631	27.34286	35.289699	1000000000	1	0	1	cluster-01	4	1000000000	1	1
29	exp_20260917T084802Z_random_medium_11_0	exp_20260917T084802Z_random_medium_11	medium	1789635396	30000000000	1200	1789635424	1789635471	1789636624	15.30282	32.101072	1000000000	1	0	4	phone-02	1	1000000000	1	1
30	exp_20260917T084802Z_random_medium_12_0	exp_20260917T084802Z_random_medium_12	medium	1789635396	30000000000	1200	1789635436	1789635516	1789636636	25.0792	32.259147	1000000000	1	0	2	desktop-01	2	1000000000	1	1
31	exp_20260917T084802Z_random_long_1_0	exp_20260917T084802Z_random_long_1	long	1789635401	120000000000	3600	1789635431	1789635570	1789639031	110.0245	122.680938	1000000000	1	0	1	cluster-01	4	1000000000	1	1
32	exp_20260917T084802Z_random_long_2_0	exp_20260917T084802Z_random_long_2	long	1789635401	120000000000	3600	1789635424	1789635565	1789639024	57.41438	121.720584	1000000000	1	0	5	phone-01	1	1000000000	1	1
33	exp_20260917T084802Z_random_long_3_0	exp_20260917T084802Z_random_long_3	long	1789635401	120000000000	3600	1789635434	1789635569	1789639034	109.611	121.883772	1000000000	1	0	6	cluster-02	4	1000000000	1	1
34	exp_20260917T084802Z_random_long_4_0	exp_20260917T084802Z_random_long_4	long	1789635401	120000000000	3600	1789635419	1789635558	1789639019	109.2766	121.726762	1000000000	1	0	1	cluster-01	4	1000000000	1	1
35	exp_20260917T084802Z_random_long_5_0	exp_20260917T084802Z_random_long_5	long	1789635401	120000000000	3600	1789635419	1789635560	1789639019	112.7956	125.631959	1000000000	1	0	3	low-power-01	1	1000000000	1	1
36	exp_20260917T084802Z_random_long_6_0	exp_20260917T084802Z_random_long_6	long	1789635406	120000000000	3600	1789635419	1789635557	1789639019	109.3903	121.650931	1000000000	1	0	2	desktop-01	2	1000000000	1	1
