timestamp,node,action
1789636711.749245,cluster-01,start
1789636711.777111,cluster-02,start
1789636711.805356,desktop-01,start
1789636711.832591,low-power-01,start
1789636711.859356,phone-01,start
1789636711.886749,phone-02,start
1789636767.522588,cluster-01,stop
1789636772.684917,cluster-01,restart
1789636777.524419,cluster-02,stop
1789636782.729541,cluster-02,restart
1789636787.629826,desktop-01,stop
1789636792.818455,desktop-01,restart
1789636797.7218628,low-power-01,stop
1789636802.905826,low-power-01,restart
1789636807.822576,phone-01,stop
1789636812.984144,phone-01,restart
1789636817.9162612,phone-02,stop
1789636818.230554,cluster-01,stop
1789636823.0802119,phone-02,restart
1789636823.3678,cluster-01,restart
1789636828.267103,cluster-02,stop
1789636833.4197261,cluster-02,restart
1789636838.3630002,desktop-01,stop
1789636843.535934,desktop-01,restart
1789636848.436311,low-power-01,stop
1789636853.603963,low-power-01,restart
1789636858.446354,phone-01,stop
1789636863.5965629,phone-01,restart
1789636868.541601,phone-02,stop
1789636868.812257,cluster-01,stop
1789636873.6502452,phone-02,restart
1789636873.930778,cluster-01,restart
1789636878.8602722,cluster-02,stop
1789636883.954564,cluster-02,restart
1789636888.9412212,desktop-01,stop
1789636894.07521,desktop-01,restart
1789636899.0489888,low-power-01,stop
1789636904.193464,low-power-01,restart
1789636909.026864,phone-01,stop
