timestamp,node,action
1789638224.288008,cluster-01,start
1789638224.321841,cluster-02,start
1789638224.384539,desktop-01,start
1789638224.47545,low-power-01,start
1789638224.531292,phone-01,start
1789638224.563073,phone-02,start
1789638265.0259352,cluster-01,stop
1789638275.018741,cluster-02,stop
1789638285.087949,desktop-01,stop
1789638295.114133,low-power-01,stop
1789638295.303902,cluster-01,restart
1789638305.197251,phone-01,stop
1789638305.308927,cluster-02,restart
1789638315.288909,phone-02,stop
1789638315.4027379,desktop-01,restart
1789638325.464731,low-power-01,restart
1789638325.627916,cluster-01,stop
1789638335.60228,phone-01,restart
1789638335.656296,cluster-02,stop
1789638345.611329,phone-02,restart
1789638345.707285,desktop-01,stop
1789638355.730664,low-power-01,stop
1789638355.90221,cluster-01,restart
1789638365.877876,phone-01,stop
1789638365.929091,cluster-02,restart
1789638375.880121,phone-02,stop
1789638375.960524,desktop-01,restart
1789638385.986333,low-power-01,restart
1789638386.181741,cluster-01,stop
1789638396.17294,phone-01,restart
1789638396.226292,cluster-02,stop
1789638406.1890152,phone-02,restart
1789638406.272882,desktop-01,stop
1789638416.265959,low-power-01,stop
1789638416.431585,cluster-01,restart
1789638426.4526238,phone-01,stop
1789638426.481508,cluster-02,restart
1789638436.492396,phone-02,stop
1789638436.548704,desktop-01,restart
1789638446.6137862,low-power-01,restart
1789638446.7310898,cluster-01,stop
1789638456.8009531,phone-01,restart
1789638456.828887,cluster-02,stop
1789638466.88502,phone-02,restart
1789638466.928784,desktop-01,stop
