result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260917T102241Z_lpt_short_1_0	exp_20260917T102241Z_lpt_short_1	short	1789641453	5000000000	600	1789641548	1789641655	1789642148	5.086561	6.031083	1000000000	1	0	1	cluster-01	4	1000000000	1	1
2	exp_20260917T102241Z_lpt_short_2_0	exp_20260917T102241Z_lpt_short_2	short	1789641458	5000000000	600	1789641567	1789641638	1789642167	2.016867	4.063059	1000000000	1	0	5	cluster-02	4	1000000000	1	1
3	exp_20260917T102241Z_lpt_short_3_0	exp_20260917T102241Z_lpt_short_3	short	1789641458	5000000000	600	1789641563	1789641642	1789642163	4.981951	6.017357	1000000000	1	0	4	desktop-01	2	1000000000	1	1
4	exp_20260917T102241Z_lpt_short_4_0	exp_20260917T102241Z_lpt_short_4	short	1789641458	5000000000	600	1789641567	1789641638	1789642167	5.014163	6.025892	1000000000	1	0	5	cluster-02	4	1000000000	1	1
5	exp_20260917T102241Z_lpt_short_5_0	exp_20260917T102241Z_lpt_short_5	short	1789641458	5000000000	600	1789641567	1789641638	1789642167	4.982068	6.021985	1000000000	1	0	5	cluster-02	4	1000000000	1	1
6	exp_20260917T102241Z_lpt_short_6_0	exp_20260917T102241Z_lpt_short_6	short	1789641463	5000000000	600	1789641580	1789641655	1789642180	5.082962	5.082962	1000000000	1	0	1	cluster-01	4	1000000000	1	1
7	exp_20260917T102241Z_lpt_short_7_0	exp_20260917T102241Z_lpt_short_7	short	1789641463	5000000000	600	1789641580	1789641655	1789642180	5.142969	6.032464	1000000000	1	0	1	cluster-01	4	1000000000	1	1
8	exp_20260917T102241Z_lpt_short_8_0	exp_20260917T102241Z_lpt_short_8	short	1789641463	5000000000	600	1789641580	1789641655	1789642180	5.052257	7.024628	1000000000	1	0	1	cluster-01	4	1000000000	1	1
9	exp_20260917T102241Z_lpt_short_9_0	exp_20260917T102241Z_lpt_short_9	short	1789641468	5000000000	600	1789641600	1789641676	1789642200	5.024621	7.029491	1000000000	1	0	5	cluster-02	4	1000000000	1	1
10	exp_20260917T102241Z_lpt_short_10_0	exp_20260917T102241Z_lpt_short_10	short	1789641468	5000000000	600	1789641600	1789641676	1789642200	5.015337	6.029407	1000000000	1	0	5	cluster-02	4	1000000000	1	1
11	exp_20260917T102241Z_lpt_short_11_0	exp_20260917T102241Z_lpt_short_11	short	1789641468	5000000000	600	1789641600	1789641676	1789642200	5.055547	7.029651	1000000000	1	0	5	cluster-02	4	1000000000	1	1
12	exp_20260917T102241Z_lpt_short_12_0	exp_20260917T102241Z_lpt_short_12	short	1789641468	5000000000	600	1789641605	1789641675	1789642205	2.943014	3.014377	1000000000	1	0	4	desktop-01	2	1000000000	1	1
13	exp_20260917T102241Z_lpt_short_13_0	exp_20260917T102241Z_lpt_short_13	short	1789641468	5000000000	600	1789641623	1789641692	1789642223	3.038334	7.037907	1000000000	1	0	1	cluster-01	4	1000000000	1	1
14	exp_20260917T102241Z_lpt_short_14_0	exp_20260917T102241Z_lpt_short_14	short	1789641473	5000000000	600	1789641623	1789641692	1789642223	3.040051	6.02745	1000000000	1	0	1	cluster-01	4	1000000000	1	1
15	exp_20260917T102241Z_lpt_short_15_0	exp_20260917T102241Z_lpt_short_15	short	1789641473	5000000000	600	1789641623	1789641692	1789642223	3.038792	5.020104	1000000000	1	0	1	cluster-01	4	1000000000	1	1
16	exp_20260917T102241Z_lpt_short_16_0	exp_20260917T102241Z_lpt_short_16	short	1789641473	5000000000	600	1789641638	1789641713	1789642238	4.996175	8.045429	1000000000	1	0	5	cluster-02	4	1000000000	1	1
17	exp_20260917T102241Z_lpt_short_17_0	exp_20260917T102241Z_lpt_short_17	short	1789641473	5000000000	600	1789641638	1789641713	1789642238	5.975059	7.035668	1000000000	1	0	5	cluster-02	4	1000000000	1	1
18	exp_20260917T102241Z_lpt_short_18_0	exp_20260917T102241Z_lpt_short_18	short	1789641473	5000000000	600	1789641638	1789641713	1789642238	4.998635	6.033535	1000000000	1	0	5	cluster-02	4	1000000000	1	1
19	exp_20260917T102241Z_lpt_medium_1_0	exp_20260917T102241Z_lpt_medium_1	medium	1789641473	30000000000	1200	1789641519	1789641695	1789642719	8.06057	9.051935	1000000000	1	0	2	low-power-01	1	1000000000	1	1
20	exp_20260917T102241Z_lpt_medium_2_0	exp_20260917T102241Z_lpt_medium_2	medium	1789641473	30000000000	1200	1789641519	1789641705	1789642719	4.651333	10.043041	1000000000	1	0	3	phone-01	1	1000000000	1	1
21	exp_20260917T102241Z_lpt_medium_3_0	exp_20260917T102241Z_lpt_medium_3	medium	1789641478	30000000000	1200	1789641529	1789641605	1789642729	5.082673	6.015441	1000000000	1	0	4	desktop-01	2	1000000000	1	1
22	exp_20260917T102241Z_lpt_medium_4_0	exp_20260917T102241Z_lpt_medium_4	medium	1789641478	30000000000	1200	1789641529	1789641642	1789642729	9.89323	10.040113	1000000000	1	0	4	desktop-01	2	1000000000	1	1
23	exp_20260917T102241Z_lpt_medium_5_0	exp_20260917T102241Z_lpt_medium_5	medium	1789641478	30000000000	1200	1789641529	1789641600	1789642729	11.09656	14.04083	1000000000	1	0	5	cluster-02	4	1000000000	1	1
24	exp_20260917T102241Z_lpt_medium_6_0	exp_20260917T102241Z_lpt_medium_6	medium	1789641478	30000000000	1200	1789641529	1789641705	1789642729	2.537697	6.019492	1000000000	1	0	6	phone-02	1	1000000000	1	1
25	exp_20260917T102241Z_lpt_medium_7_0	exp_20260917T102241Z_lpt_medium_7	medium	1789641483	30000000000	1200	1789641529	1789641638	1789642729	10.12028	11.086149	1000000000	1	0	5	cluster-02	4	1000000000	1	1
26	exp_20260917T102241Z_lpt_medium_8_0	exp_20260917T102241Z_lpt_medium_8	medium	1789641483	30000000000	1200	1789641529	1789641600	1789642729	11.07528	13.037522	1000000000	1	0	5	cluster-02	4	1000000000	1	1
27	exp_20260917T102241Z_lpt_medium_9_0	exp_20260917T102241Z_lpt_medium_9	medium	1789641483	30000000000	1200	1789641529	1789641600	1789642729	11.01599	12.034153	1000000000	1	0	5	cluster-02	4	1000000000	1	1
28	exp_20260917T102241Z_lpt_medium_10_0	exp_20260917T102241Z_lpt_medium_10	medium	1789641483	30000000000	1200	1789641548	1789641623	1789642748	5.017016	7.035834	1000000000	1	0	1	cluster-01	4	1000000000	1	1
29	exp_20260917T102241Z_lpt_medium_11_0	exp_20260917T102241Z_lpt_medium_11	medium	1789641483	30000000000	1200	1789641548	1789641623	1789642748	5.013208	6.032595	1000000000	1	0	1	cluster-01	4	1000000000	1	1
30	exp_20260917T102241Z_lpt_medium_12_0	exp_20260917T102241Z_lpt_medium_12	medium	1789641483	30000000000	1200	1789641548	1789641623	1789642748	5.016293	8.039808	1000000000	1	0	1	cluster-01	4	1000000000	1	1
31	exp_20260917T102241Z_lpt_long_1_0	exp_20260917T102241Z_lpt_long_1	long	1789641488	120000000000	3600	1789641507	1789641692	1789645107	41.30039	41.30039	1000000000	1	0	1	cluster-01	4	1000000000	1	1
32	exp_20260917T102241Z_lpt_long_2_0	exp_20260917T102241Z_lpt_long_2	long	1789641488	120000000000	3600	1789641507	1789641658	1789645107	59.07251	59.07251	1000000000	1	0	2	low-power-01	1	1000000000	1	1
33	exp_20260917T102241Z_lpt_long_3_0	exp_20260917T102241Z_lpt_long_3	long	1789641488	120000000000	3600	1789641507	1789641668	1789645107	34.92306	68.317293	1000000000	1	0	3	phone-01	1	1000000000	1	1
34	exp_20260917T102241Z_lpt_long_4_0	exp_20260917T102241Z_lpt_long_4	long	1789641493	120000000000	3600	1789641512	1789641675	1789645112	44.56965	44.56965	1000000000	1	0	4	desktop-01	2	1000000000	1	1
35	exp_20260917T102241Z_lpt_long_5_0	exp_20260917T102241Z_lpt_long_5	long	1789641493	120000000000	3600	1789641512	1789641676	1789645112	43.75657	44.215982	1000000000	1	0	5	cluster-02	4	1000000000	1	1
36	exp_20260917T102241Z_lpt_long_6_0	exp_20260917T102241Z_lpt_long_6	long	1789641493	120000000000	3600	1789641512	1789641673	1789645112	34.87451	69.26015	1000000000	1	0	6	phone-02	1	1000000000	1	1
