timestamp,node,action
1789642224.06279,cluster-01,start
1789642224.092988,cluster-02,start
1789642224.1316748,desktop-01,start
1789642224.1593301,low-power-01,start
1789642224.187559,phone-01,start
1789642224.215511,phone-02,start
1789642246.430071,cluster-01,stop
1789642256.486868,cluster-02,stop
1789642266.587352,desktop-01,stop
1789642271.6570182,cluster-01,restart
1789642276.615329,low-power-01,stop
1789642281.744483,cluster-02,restart
1789642283.8251588,cluster-01,stop
1789642286.701529,phone-01,stop
1789642291.847594,desktop-01,restart
1789642293.906877,cluster-02,stop
1789642296.771969,phone-02,stop
1789642301.8516228,low-power-01,restart
1789642304.008366,desktop-01,stop
1789642309.086421,cluster-01,restart
1789642311.9082549,phone-01,restart
1789642314.0001862,low-power-01,stop
1789642319.15233,cluster-02,restart
1789642321.252109,cluster-01,stop
1789642322.046319,phone-02,restart
1789642324.07616,phone-01,stop
1789642329.273818,desktop-01,restart
1789642331.310718,cluster-02,stop
1789642334.240457,phone-02,stop
1789642339.253685,low-power-01,restart
1789642341.4390888,desktop-01,stop
1789642346.488462,cluster-01,restart
1789642349.320765,phone-01,restart
1789642351.4109251,low-power-01,stop
1789642356.570633,cluster-02,restart
1789642358.6711118,cluster-01,stop
1789642359.4683058,phone-02,restart
1789642361.474113,phone-01,stop
1789642366.673604,desktop-01,restart
1789642368.7336562,cluster-02,stop
1789642371.608489,phone-02,stop
1789642376.642464,low-power-01,restart
1789642378.844983,desktop-01,stop
1789642383.947181,cluster-01,restart
1789642386.76955,phone-01,restart
1789642388.864842,low-power-01,stop
1789642394.043593,cluster-02,restart
1789642396.14055,cluster-01,stop
1789642396.914418,phone-02,restart
1789642398.9787478,phone-01,stop
1789642404.11726,desktop-01,restart
1789642406.21314,cluster-02,stop
1789642409.090258,phone-02,stop
1789642414.1694798,low-power-01,restart
1789642416.2994719,desktop-01,stop
1789642421.415508,cluster-01,restart
1789642424.2697449,phone-01,restart
1789642426.377847,low-power-01,stop
1789642431.494025,cluster-02,restart
1789642433.6601129,cluster-01,stop
1789642434.4109151,phone-02,restart
1789642436.476288,phone-01,stop
1789642441.534249,desktop-01,restart
1789642443.7494211,cluster-02,stop
1789642446.595906,phone-02,stop
1789642451.6511512,low-power-01,restart
1789642453.7377112,desktop-01,stop
1789642458.965889,cluster-01,restart
1789642461.787725,phone-01,restart
1789642463.8310988,low-power-01,stop
1789642469.063447,cluster-02,restart
1789642471.149039,cluster-01,stop
1789642471.8706272,phone-02,restart
1789642473.9636312,phone-01,stop
1789642478.9939451,desktop-01,restart
1789642481.213137,cluster-02,stop
1789642484.0489228,phone-02,stop
1789642489.091659,low-power-01,restart
1789642491.193569,desktop-01,stop
1789642496.434885,cluster-01,restart
1789642499.281234,phone-01,restart
1789642501.318867,low-power-01,stop
1789642506.511064,cluster-02,restart
1789642508.6007428,cluster-01,stop
1789642509.373973,phone-02,restart
1789642511.45729,phone-01,stop
1789642516.493463,desktop-01,restart
1789642518.7089942,cluster-02,stop
1789642521.543404,phone-02,stop
1789642526.5646238,low-power-01,restart
1789642528.6872802,desktop-01,stop
1789642533.8837602,cluster-01,restart
1789642536.748278,phone-01,restart
1789642538.764933,low-power-01,stop
1789642544.0261838,cluster-02,restart
1789642546.077324,cluster-01,stop
1789642546.84522,phone-02,restart
1789642548.938976,phone-01,stop
1789642553.9930649,desktop-01,restart
