result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260917T092942Z_sjf_short_1_0	exp_20260917T092942Z_sjf_short_1	short	1789638548	5000000000	600	1789638621	1789638655	1789639221	2.550295	7.050839	1000000000	1	0	1	phone-01	1	1000000000	1	1
2	exp_20260917T092942Z_sjf_short_2_0	exp_20260917T092942Z_sjf_short_2	short	1789638553	5000000000	600	1789638627	1789638656	1789639227	3.014854	7.025002	1000000000	1	0	2	phone-02	1	1000000000	1	1
3	exp_20260917T092942Z_sjf_short_3_0	exp_20260917T092942Z_sjf_short_3	short	1789638553	5000000000	600	1789638627	1789638651	1789639227	4.967288	7.019862	1000000000	1	0	4	low-power-01	1	1000000000	1	1
4	exp_20260917T092942Z_sjf_short_4_0	exp_20260917T092942Z_sjf_short_4	short	1789638553	5000000000	600	1789638627	1789638651	1789639227	4.991347	6.027548	1000000000	1	0	5	cluster-02	4	1000000000	1	1
5	exp_20260917T092942Z_sjf_short_5_0	exp_20260917T092942Z_sjf_short_5	short	1789638553	5000000000	600	1789638631	1789638681	1789639231	5.099304	7.038181	1000000000	1	0	6	cluster-01	4	1000000000	1	1
6	exp_20260917T092942Z_sjf_short_6_0	exp_20260917T092942Z_sjf_short_6	short	1789638553	5000000000	600	1789638627	1789638656	1789639227	4.991908	6.040866	1000000000	1	0	3	desktop-01	2	1000000000	1	1
7	exp_20260917T092942Z_sjf_short_7_0	exp_20260917T092942Z_sjf_short_7	short	1789638558	5000000000	600	1789638639	1789638667	1789639239	3.054831	8.009066	1000000000	1	0	1	phone-01	1	1000000000	1	1
8	exp_20260917T092942Z_sjf_short_8_0	exp_20260917T092942Z_sjf_short_8	short	1789638558	5000000000	600	1789638639	1789638673	1789639239	3.034739	8.05422	1000000000	1	0	2	phone-02	1	1000000000	1	1
9	exp_20260917T092942Z_sjf_short_9_0	exp_20260917T092942Z_sjf_short_9	short	1789638558	5000000000	600	1789638639	1789638668	1789639239	5.071106	7.021491	1000000000	1	0	4	low-power-01	1	1000000000	1	1
10	exp_20260917T092942Z_sjf_short_10_0	exp_20260917T092942Z_sjf_short_10	short	1789638563	5000000000	600	1789638644	1789638668	1789639244	5.06741	7.01818	1000000000	1	0	3	desktop-01	2	1000000000	1	1
11	exp_20260917T092942Z_sjf_short_11_0	exp_20260917T092942Z_sjf_short_11	short	1789638563	5000000000	600	1789638639	1789638696	1789639239	5.085074	8.017611	1000000000	1	0	5	cluster-02	4	1000000000	1	1
12	exp_20260917T092942Z_sjf_short_12_0	exp_20260917T092942Z_sjf_short_12	short	1789638563	5000000000	600	1789638639	1789638696	1789639239	5.078161	9.019981	1000000000	1	0	5	cluster-02	4	1000000000	1	1
