result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T165346Z_hybrid_short_1_0	exp_20260916T165346Z_hybrid_short_1	short	1789579158	5000000000	600	1789579236	1789579261	1789579836	3.012453	8.093997	1000000000	1	0	5	phone-02	1	1000000000	1	1
2	exp_20260916T165346Z_hybrid_short_2_0	exp_20260916T165346Z_hybrid_short_2	short	1789579158	5000000000	600	1789579236	1789579266	1789579836	3.111717	8.045979	1000000000	1	0	6	phone-01	1	1000000000	1	1
3	exp_20260916T165346Z_hybrid_short_3_0	exp_20260916T165346Z_hybrid_short_3	short	1789579158	5000000000	600	1789579253	1789579278	1789579853	3.074006	8.024716	1000000000	1	0	6	phone-01	1	1000000000	1	1
4	exp_20260916T165346Z_hybrid_short_4_0	exp_20260916T165346Z_hybrid_short_4	short	1789579163	5000000000	600	1789579248	1789579273	1789579848	3.504857	8.017129	1000000000	1	0	5	phone-02	1	1000000000	1	1
5	exp_20260916T165346Z_hybrid_short_5_0	exp_20260916T165346Z_hybrid_short_5	short	1789579163	5000000000	600	1789579261	1789579315	1789579861	5.938513	7.024486	1000000000	1	0	3	cluster-02	4	1000000000	1	1
6	exp_20260916T165346Z_hybrid_short_6_0	exp_20260916T165346Z_hybrid_short_6	short	1789579163	5000000000	600	1789579261	1789579290	1789579861	3.096866	8.072754	1000000000	1	0	5	phone-02	1	1000000000	1	1
7	exp_20260916T165346Z_hybrid_short_7_0	exp_20260916T165346Z_hybrid_short_7	short	1789579168	5000000000	600	1789579266	1789579290	1789579866	3.081732	8.033712	1000000000	1	0	6	phone-01	1	1000000000	1	1
8	exp_20260916T165346Z_hybrid_short_8_0	exp_20260916T165346Z_hybrid_short_8	short	1789579173	5000000000	600	1789579268	1789579399	1789579868	5.067567	7.035874	1000000000	1	0	2	cluster-01	4	1000000000	1	1
9	exp_20260916T165346Z_hybrid_short_9_0	exp_20260916T165346Z_hybrid_short_9	short	1789579173	5000000000	600	1789579268	1789579399	1789579868	5.055463	7.038377	1000000000	1	0	2	cluster-01	4	1000000000	1	1
10	exp_20260916T165346Z_hybrid_short_10_0	exp_20260916T165346Z_hybrid_short_10	short	1789579178	5000000000	600	1789579268	1789579418	1789579868	5.949024	7.033819	1000000000	1	0	2	cluster-01	4	1000000000	1	1
11	exp_20260916T165346Z_hybrid_short_11_0	exp_20260916T165346Z_hybrid_short_11	short	1789579183	5000000000	600	1789579273	1789579307	1789579873	3.094094	8.017484	1000000000	1	0	5	phone-02	1	1000000000	1	1
12	exp_20260916T165346Z_hybrid_short_12_0	exp_20260916T165346Z_hybrid_short_12	short	1789579183	5000000000	600	1789579278	1789579335	1789579878	4.977038	7.04532	1000000000	1	0	1	low-power-01	1	1000000000	1	1
13	exp_20260916T165346Z_hybrid_short_13_0	exp_20260916T165346Z_hybrid_short_13	short	1789579188	5000000000	600	1789579278	1789579313	1789579878	3.065198	8.015628	1000000000	1	0	6	phone-01	1	1000000000	1	1
14	exp_20260916T165346Z_hybrid_short_14_0	exp_20260916T165346Z_hybrid_short_14	short	1789579188	5000000000	600	1789579290	1789579333	1789579890	3.561918	9.020066	1000000000	1	0	5	phone-02	1	1000000000	1	1
15	exp_20260916T165346Z_hybrid_short_15_0	exp_20260916T165346Z_hybrid_short_15	short	1789579188	5000000000	600	1789579288	1789579341	1789579888	5.07914	7.047756	1000000000	1	0	4	desktop-01	2	1000000000	1	1
16	exp_20260916T165346Z_hybrid_short_16_0	exp_20260916T165346Z_hybrid_short_16	short	1789579188	5000000000	600	1789579290	1789579330	1789579890	1.099205	3.009015	1000000000	1	0	6	phone-01	1	1000000000	1	1
