timestamp,node,action
1789634982.1114728,cluster-01,start
1789634982.228029,cluster-02,start
1789634982.380915,desktop-01,start
1789634982.4645388,low-power-01,start
1789634982.546127,phone-01,start
1789634982.6479318,phone-02,start
1789635039.3417668,cluster-01,stop
1789635044.524638,cluster-01,restart
1789635048.737229,cluster-02,stop
1789635053.914469,cluster-02,restart
1789635058.8569899,desktop-01,stop
1789635064.031625,desktop-01,restart
1789635069.277109,low-power-01,stop
1789635074.5107431,low-power-01,restart
1789635078.972699,phone-01,stop
1789635084.1656268,phone-01,restart
1789635089.1423411,phone-02,stop
1789635090.08296,cluster-01,stop
1789635094.31368,phone-02,restart
1789635095.269977,cluster-01,restart
1789635099.396201,cluster-02,stop
1789635104.500226,cluster-02,restart
1789635109.528033,desktop-01,stop
1789635114.673505,desktop-01,restart
1789635120.0276392,low-power-01,stop
1789635125.175084,low-power-01,restart
1789635129.643185,phone-01,stop
1789635134.781451,phone-01,restart
1789635139.709841,phone-02,stop
1789635140.6829178,cluster-01,stop
1789635144.792002,phone-02,restart
1789635145.7823,cluster-01,restart
1789635149.915894,cluster-02,stop
1789635155.168832,cluster-02,restart
1789635160.108269,desktop-01,stop
1789635165.200125,desktop-01,restart
1789635170.578253,low-power-01,stop
1789635175.678241,low-power-01,restart
1789635180.1966028,phone-01,stop
1789635185.2887738,phone-01,restart
1789635190.219808,phone-02,stop
1789635191.219636,cluster-01,stop
1789635195.31213,phone-02,restart
1789635196.310445,cluster-01,restart
1789635200.758122,cluster-02,stop
1789635205.9006798,cluster-02,restart
1789635210.644192,desktop-01,stop
1789635215.766643,desktop-01,restart
1789635221.076738,low-power-01,stop
1789635226.188956,low-power-01,restart
1789635230.717916,phone-01,stop
1789635235.823636,phone-01,restart
1789635240.727607,phone-02,stop
1789635241.686893,cluster-01,stop
1789635245.844049,phone-02,restart
1789635246.794549,cluster-01,restart
1789635251.3113,cluster-02,stop
1789635256.4164329,cluster-02,restart
1789635261.140019,desktop-01,stop
1789635266.245816,desktop-01,restart
