timestamp,node,action
1789635406.80672,cluster-01,start
1789635406.8346722,cluster-02,start
1789635406.861909,desktop-01,start
1789635406.889442,low-power-01,start
1789635406.9165802,phone-01,start
1789635406.943813,phone-02,start
1789635462.566782,cluster-01,stop
1789635467.767004,cluster-01,restart
1789635472.7522361,cluster-02,stop
1789635478.0200782,cluster-02,restart
1789635482.821375,desktop-01,stop
1789635488.00544,desktop-01,restart
1789635492.8955688,low-power-01,stop
1789635498.0816598,low-power-01,restart
1789635503.080683,phone-01,stop
1789635508.411521,phone-01,restart
1789635513.0951061,phone-02,stop
1789635513.4060328,cluster-01,stop
1789635518.2544608,phone-02,restart
1789635518.542229,cluster-01,restart
1789635523.578959,cluster-02,stop
1789635528.7214131,cluster-02,restart
1789635533.5951202,desktop-01,stop
1789635538.739546,desktop-01,restart
1789635543.6290581,low-power-01,stop
1789635548.757987,low-power-01,restart
1789635553.874523,phone-01,stop
1789635558.976404,phone-01,restart
1789635563.697688,phone-02,stop
1789635564.002065,cluster-01,stop
1789635568.81497,phone-02,restart
1789635569.098568,cluster-01,restart
1789635574.153319,cluster-02,stop
1789635579.2881548,cluster-02,restart
1789635584.1532202,desktop-01,stop
1789635589.2949681,desktop-01,restart
1789635594.1761322,low-power-01,stop
