result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260917T102241Z_sjf_short_1_0	exp_20260917T102241Z_sjf_short_1	short	1789641789	5000000000	600	1789641853	1789641877	1789642453	5.096441	7.045553	1000000000	1	0	1	desktop-01	2	1000000000	1	1
2	exp_20260917T102241Z_sjf_short_2_0	exp_20260917T102241Z_sjf_short_2	short	1789641794	5000000000	600	1789641853	1789641927	1789642453	4.09693	5.039927	1000000000	1	0	2	cluster-01	4	1000000000	1	1
3	exp_20260917T102241Z_sjf_short_3_0	exp_20260917T102241Z_sjf_short_3	short	1789641794	5000000000	600	1789641858	1789641910	1789642458	5.021422	6.054808	1000000000	1	0	6	cluster-02	4	1000000000	1	1
4	exp_20260917T102241Z_sjf_short_4_0	exp_20260917T102241Z_sjf_short_4	short	1789641794	5000000000	600	1789641857	1789641885	1789642457	5.086359	7.035086	1000000000	1	0	3	low-power-01	1	1000000000	1	1
5	exp_20260917T102241Z_sjf_short_5_0	exp_20260917T102241Z_sjf_short_5	short	1789641794	5000000000	600	1789641858	1789641882	1789642458	3.013585	7.040972	1000000000	1	0	4	phone-02	1	1000000000	1	1
6	exp_20260917T102241Z_sjf_short_6_0	exp_20260917T102241Z_sjf_short_6	short	1789641794	5000000000	600	1789641858	1789641882	1789642458	3.016419	8.046073	1000000000	1	0	5	phone-01	1	1000000000	1	1
7	exp_20260917T102241Z_sjf_short_7_0	exp_20260917T102241Z_sjf_short_7	short	1789641800	5000000000	600	1789641865	1789641910	1789642465	5.070982	7.021811	1000000000	1	0	1	desktop-01	2	1000000000	1	1
8	exp_20260917T102241Z_sjf_short_8_0	exp_20260917T102241Z_sjf_short_8	short	1789641800	5000000000	600	1789641865	1789641910	1789642465	5.952658	8.025412	1000000000	1	0	1	desktop-01	2	1000000000	1	1
9	exp_20260917T102241Z_sjf_short_9_0	exp_20260917T102241Z_sjf_short_9	short	1789641800	5000000000	600	1789641874	1789641920	1789642474	4.980722	6.018281	1000000000	1	0	3	low-power-01	1	1000000000	1	1
10	exp_20260917T102241Z_sjf_short_10_0	exp_20260917T102241Z_sjf_short_10	short	1789641800	5000000000	600	1789641870	1789641894	1789642470	2.581435	7.047486	1000000000	1	0	4	phone-02	1	1000000000	1	1
