timestamp,node,action
1789581836.141305,cluster-01,start
1789581836.17006,cluster-02,start
1789581836.197702,desktop-01,start
1789581836.224884,low-power-01,start
1789581836.251478,phone-01,start
1789581836.279168,phone-02,start
1789581886.806624,cluster-01,stop
1789581896.900675,cluster-02,stop
1789581896.995755,cluster-01,restart
1789581907.044828,desktop-01,stop
1789581907.1241899,cluster-02,restart
1789581917.1868658,low-power-01,stop
1789581917.3014889,desktop-01,restart
1789581927.290508,phone-01,stop
1789581927.410665,low-power-01,restart
1789581937.3883379,phone-02,stop
1789581937.520361,phone-01,restart
1789581937.567348,cluster-01,stop
1789581947.577916,phone-02,restart
1789581947.640151,cluster-02,stop
1789581947.737188,cluster-01,restart
1789581957.7352471,desktop-01,stop
1789581957.781876,cluster-02,restart
1789581967.9153001,desktop-01,restart
1789581967.962894,low-power-01,stop
1789581977.966031,phone-01,stop
1789581978.1326962,low-power-01,restart
1789581988.0191538,phone-02,stop
1789581988.134448,phone-01,restart
1789581988.176249,cluster-01,stop
1789581998.1585548,phone-02,restart
1789581998.1987898,cluster-02,stop
1789581998.303199,cluster-01,restart
1789582008.265336,desktop-01,stop
1789582008.333205,cluster-02,restart
1789582018.435796,desktop-01,restart
1789582018.5085068,low-power-01,stop
1789582028.546767,phone-01,stop
1789582028.6594079,low-power-01,restart
