timestamp,node,action
1789582878.9165819,cluster-01,start
1789582878.9450948,cluster-02,start
1789582878.973618,desktop-01,start
1789582879.002955,low-power-01,start
1789582879.030101,phone-01,start
1789582879.0602958,phone-02,start
1789582929.567014,cluster-01,stop
1789582939.6264892,cluster-02,stop
1789582939.7436008,cluster-01,restart
1789582949.7275,desktop-01,stop
1789582949.838708,cluster-02,restart
1789582959.75525,low-power-01,stop
1789582959.9118621,desktop-01,restart
1789582969.869885,phone-01,stop
1789582969.958731,low-power-01,restart
1789582979.959611,phone-02,stop
1789582980.090574,phone-01,restart
1789582980.1546319,cluster-01,stop
1789582990.1665761,phone-02,restart
1789582990.254403,cluster-02,stop
1789582990.304229,cluster-01,restart
1789583000.2548459,desktop-01,stop
1789583000.374742,cluster-02,restart
1789583010.311198,low-power-01,stop
1789583010.39736,desktop-01,restart
1789583020.482868,low-power-01,restart
1789583020.521588,phone-01,stop
1789583030.5516832,phone-02,stop
1789583030.67931,cluster-01,stop
1789583030.7336268,phone-01,restart
1789583040.727978,phone-02,restart
1789583040.7633002,cluster-02,stop
1789583040.822638,cluster-01,restart
1789583050.778628,desktop-01,stop
1789583050.894023,cluster-02,restart
1789583060.879009,low-power-01,stop
1789583060.9157062,desktop-01,restart
1789583071.009227,low-power-01,restart
1789583071.0855522,phone-01,stop
1789583081.103858,phone-02,stop
1789583081.154989,cluster-01,stop
1789583081.214556,phone-01,restart
1789583091.203958,cluster-02,stop
1789583091.239116,phone-02,restart
1789583091.284297,cluster-01,restart
1789583101.3003871,desktop-01,stop
1789583101.352354,cluster-02,restart
