result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260917T102241Z_hybrid_short_1_0	exp_20260917T102241Z_hybrid_short_1	short	1789642173	5000000000	600	1789642242	1789642276	1789642842	3.003741	7.018318	1000000000	1	0	4	phone-02	1	1000000000	1	1
2	exp_20260917T102241Z_hybrid_short_2_0	exp_20260917T102241Z_hybrid_short_2	short	1789642173	5000000000	600	1789642242	1789642271	1789642842	3.021711	7.024465	1000000000	1	0	6	phone-01	1	1000000000	1	1
3	exp_20260917T102241Z_hybrid_short_3_0	exp_20260917T102241Z_hybrid_short_3	short	1789642178	5000000000	600	1789642271	1789642313	1789642871	2.614937	7.024246	1000000000	1	0	6	phone-01	1	1000000000	1	1
4	exp_20260917T102241Z_hybrid_short_4_0	exp_20260917T102241Z_hybrid_short_4	short	1789642178	5000000000	600	1789642259	1789642283	1789642859	2.580121	7.023189	1000000000	1	0	6	phone-01	1	1000000000	1	1
5	exp_20260917T102241Z_hybrid_short_5_0	exp_20260917T102241Z_hybrid_short_5	short	1789642183	5000000000	600	1789642259	1789642292	1789642859	2.590925	7.070275	1000000000	1	0	4	phone-02	1	1000000000	1	1
6	exp_20260917T102241Z_hybrid_short_6_0	exp_20260917T102241Z_hybrid_short_6	short	1789642183	5000000000	600	1789642276	1789642323	1789642876	2.547403	7.022123	1000000000	1	0	4	phone-02	1	1000000000	1	1
7	exp_20260917T102241Z_hybrid_short_7_0	exp_20260917T102241Z_hybrid_short_7	short	1789642183	5000000000	600	1789642283	1789642355	1789642883	0.995686	2.008492	1000000000	1	0	6	phone-01	1	1000000000	1	1
8	exp_20260917T102241Z_hybrid_short_8_0	exp_20260917T102241Z_hybrid_short_8	short	1789642188	5000000000	600	1789642292	1789642360	1789642892	0.526047	2.005223	1000000000	1	0	4	phone-02	1	1000000000	1	1
9	exp_20260917T102241Z_hybrid_short_9_0	exp_20260917T102241Z_hybrid_short_9	short	1789642188	5000000000	600	1789642292	1789642474	1789642892	5.085784	7.022811	1000000000	1	0	3	cluster-02	4	1000000000	1	1
10	exp_20260917T102241Z_hybrid_short_10_0	exp_20260917T102241Z_hybrid_short_10	short	1789642188	5000000000	600	1789642307	1789642373	1789642907	5.079028	7.043891	1000000000	1	0	2	desktop-01	2	1000000000	1	1
11	exp_20260917T102241Z_hybrid_short_11_0	exp_20260917T102241Z_hybrid_short_11	short	1789642193	5000000000	600	1789642307	1789642373	1789642907	4.962672	7.044051	1000000000	1	0	2	desktop-01	2	1000000000	1	1
12	exp_20260917T102241Z_hybrid_short_12_0	exp_20260917T102241Z_hybrid_short_12	short	1789642193	5000000000	600	1789642310	1789642385	1789642910	4.996426	6.036379	1000000000	1	0	1	cluster-01	4	1000000000	1	1
13	exp_20260917T102241Z_hybrid_short_13_0	exp_20260917T102241Z_hybrid_short_13	short	1789642193	5000000000	600	1789642310	1789642385	1789642910	5.02739	6.025637	1000000000	1	0	1	cluster-01	4	1000000000	1	1
14	exp_20260917T102241Z_hybrid_short_14_0	exp_20260917T102241Z_hybrid_short_14	short	1789642193	5000000000	600	1789642310	1789642385	1789642910	5.09153	5.09153	1000000000	1	0	1	cluster-01	4	1000000000	1	1
15	exp_20260917T102241Z_hybrid_short_15_0	exp_20260917T102241Z_hybrid_short_15	short	1789642193	5000000000	600	1789642313	1789642388	1789642913	3.063711	7.032914	1000000000	1	0	6	phone-01	1	1000000000	1	1
16	exp_20260917T102241Z_hybrid_short_16_0	exp_20260917T102241Z_hybrid_short_16	short	1789642198	5000000000	600	1789642318	1789642383	1789642918	5.080173	7.022307	1000000000	1	0	5	low-power-01	1	1000000000	1	1
17	exp_20260917T102241Z_hybrid_short_17_0	exp_20260917T102241Z_hybrid_short_17	short	1789642198	5000000000	600	1789642340	1789642447	1789642940	5.09927	7.038281	1000000000	1	0	2	desktop-01	2	1000000000	1	1
18	exp_20260917T102241Z_hybrid_short_18_0	exp_20260917T102241Z_hybrid_short_18	short	1789642198	5000000000	600	1789642323	1789642398	1789642923	3.008558	7.031027	1000000000	1	0	4	phone-02	1	1000000000	1	1
19	exp_20260917T102241Z_hybrid_medium_1_0	exp_20260917T102241Z_hybrid_medium_1	medium	1789642198	30000000000	1200	1789642242	1789642307	1789643442	19.87861	21.094312	1000000000	1	0	2	desktop-01	2	1000000000	1	1
20	exp_20260917T102241Z_hybrid_medium_2_0	exp_20260917T102241Z_hybrid_medium_2	medium	1789642198	30000000000	1200	1789642242	1789642318	1789643442	29.53302	30.132774	1000000000	1	0	5	low-power-01	1	1000000000	1	1
21	exp_20260917T102241Z_hybrid_medium_3_0	exp_20260917T102241Z_hybrid_medium_3	medium	1789642203	30000000000	1200	1789642254	1789642340	1789643454	9.207601	11.059002	1000000000	1	0	2	desktop-01	2	1000000000	1	1
22	exp_20260917T102241Z_hybrid_medium_4_0	exp_20260917T102241Z_hybrid_medium_4	medium	1789642203	30000000000	1200	1789642254	1789642307	1789643454	9.928297	12.036099	1000000000	1	0	2	desktop-01	2	1000000000	1	1
23	exp_20260917T102241Z_hybrid_medium_5_0	exp_20260917T102241Z_hybrid_medium_5	medium	1789642203	30000000000	1200	1789642259	1789642350	1789643459	9.785872	11.050291	1000000000	1	0	5	low-power-01	1	1000000000	1	1
24	exp_20260917T102241Z_hybrid_medium_6_0	exp_20260917T102241Z_hybrid_medium_6	medium	1789642208	30000000000	1200	1789642271	1789642340	1789643471	8.213171	11.060763	1000000000	1	0	2	desktop-01	2	1000000000	1	1
25	exp_20260917T102241Z_hybrid_medium_7_0	exp_20260917T102241Z_hybrid_medium_7	medium	1789642208	30000000000	1200	1789642278	1789642347	1789643478	5.028218	6.023785	1000000000	1	0	1	cluster-01	4	1000000000	1	1
26	exp_20260917T102241Z_hybrid_medium_8_0	exp_20260917T102241Z_hybrid_medium_8	medium	1789642208	30000000000	1200	1789642278	1789642347	1789643478	4.926912	7.02422	1000000000	1	0	1	cluster-01	4	1000000000	1	1
27	exp_20260917T102241Z_hybrid_medium_9_0	exp_20260917T102241Z_hybrid_medium_9	medium	1789642213	30000000000	1200	1789642278	1789642385	1789643478	8.062088	9.050497	1000000000	1	0	1	cluster-01	4	1000000000	1	1
28	exp_20260917T102241Z_hybrid_medium_10_0	exp_20260917T102241Z_hybrid_medium_10	medium	1789642213	30000000000	1200	1789642278	1789642347	1789643478	4.923354	8.032275	1000000000	1	0	1	cluster-01	4	1000000000	1	1
29	exp_20260917T102241Z_hybrid_medium_11_0	exp_20260917T102241Z_hybrid_medium_11	medium	1789642218	30000000000	1200	1789642292	1789642507	1789643492	12.14711	13.054205	1000000000	1	0	3	cluster-02	4	1000000000	1	1
30	exp_20260917T102241Z_hybrid_medium_12_0	exp_20260917T102241Z_hybrid_medium_12	medium	1789642218	30000000000	1200	1789642292	1789642507	1789643492	9.995482	10.035024	1000000000	1	0	3	cluster-02	4	1000000000	1	1
31	exp_20260917T102241Z_hybrid_long_1_0	exp_20260917T102241Z_hybrid_long_1	long	1789642218	120000000000	3600	1789642237	1789642427	1789645837	41.38462	41.38462	1000000000	1	0	1	cluster-01	4	1000000000	1	1
32	exp_20260917T102241Z_hybrid_long_2_0	exp_20260917T102241Z_hybrid_long_2	long	1789642218	120000000000	3600	1789642242	1789642405	1789645842	44.27929	44.27929	1000000000	1	0	3	cluster-02	4	1000000000	1	1
33	exp_20260917T102241Z_hybrid_long_3_0	exp_20260917T102241Z_hybrid_long_3	long	1789642223	120000000000	3600	1789642259	1789642474	1789645859	44.20755	44.20755	1000000000	1	0	3	cluster-02	4	1000000000	1	1
34	exp_20260917T102241Z_hybrid_long_4_0	exp_20260917T102241Z_hybrid_long_4	long	1789642223	120000000000	3600	1789642259	1789642474	1789645859	44.28409	44.28409	1000000000	1	0	3	cluster-02	4	1000000000	1	1
