result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T165346Z_weighted_least_loaded_short_1_0	exp_20260916T165346Z_weighted_least_loaded_short_1	short	1789579937	5000000000	600	1789580021	1789580049	1789580621	5.070344	7.053101	1000000000	1	0	2	low-power-01	1	1000000000	1	1
2	exp_20260916T165346Z_weighted_least_loaded_short_2_0	exp_20260916T165346Z_weighted_least_loaded_short_2	short	1789579937	5000000000	600	1789580021	1789580045	1789580621	2.551712	7.042396	1000000000	1	0	1	phone-01	1	1000000000	1	1
3	exp_20260916T165346Z_weighted_least_loaded_short_3_0	exp_20260916T165346Z_weighted_least_loaded_short_3	short	1789579942	5000000000	600	1789580021	1789580050	1789580621	4.997292	7.032133	1000000000	1	0	3	desktop-01	2	1000000000	1	1
4	exp_20260916T165346Z_weighted_least_loaded_short_4_0	exp_20260916T165346Z_weighted_least_loaded_short_4	short	1789579942	5000000000	600	1789580031	1789580067	1789580631	6.055241	7.035825	1000000000	1	0	6	cluster-01	4	1000000000	1	1
5	exp_20260916T165346Z_weighted_least_loaded_short_5_0	exp_20260916T165346Z_weighted_least_loaded_short_5	short	1789579942	5000000000	600	1789580026	1789580055	1789580626	5.096252	7.03908	1000000000	1	0	4	cluster-02	4	1000000000	1	1
6	exp_20260916T165346Z_weighted_least_loaded_short_6_0	exp_20260916T165346Z_weighted_least_loaded_short_6	short	1789579942	5000000000	600	1789580026	1789580055	1789580626	2.556914	7.036341	1000000000	1	0	5	phone-02	1	1000000000	1	1
7	exp_20260916T165346Z_weighted_least_loaded_short_7_0	exp_20260916T165346Z_weighted_least_loaded_short_7	short	1789579947	5000000000	600	1789580033	1789580057	1789580633	3.072336	8.023577	1000000000	1	0	1	phone-01	1	1000000000	1	1
8	exp_20260916T165346Z_weighted_least_loaded_short_8_0	exp_20260916T165346Z_weighted_least_loaded_short_8	short	1789579952	5000000000	600	1789580038	1789580062	1789580638	4.95959	7.022198	1000000000	1	0	3	desktop-01	2	1000000000	1	1
9	exp_20260916T165346Z_weighted_least_loaded_short_9_0	exp_20260916T165346Z_weighted_least_loaded_short_9	short	1789579952	5000000000	600	1789580038	1789580061	1789580638	4.976318	7.013043	1000000000	1	0	2	low-power-01	1	1000000000	1	1
10	exp_20260916T165346Z_weighted_least_loaded_short_10_0	exp_20260916T165346Z_weighted_least_loaded_short_10	short	1789579957	5000000000	600	1789580038	1789580076	1789580638	4.975928	10.038556	1000000000	1	0	4	cluster-02	4	1000000000	1	1
11	exp_20260916T165346Z_weighted_least_loaded_short_11_0	exp_20260916T165346Z_weighted_least_loaded_short_11	short	1789579957	5000000000	600	1789580038	1789580076	1789580638	5.079516	7.022943	1000000000	1	0	4	cluster-02	4	1000000000	1	1
12	exp_20260916T165346Z_weighted_least_loaded_short_12_0	exp_20260916T165346Z_weighted_least_loaded_short_12	short	1789579962	5000000000	600	1789580038	1789580062	1789580638	5.077667	8.02451	1000000000	1	0	3	desktop-01	2	1000000000	1	1
13	exp_20260916T165346Z_weighted_least_loaded_short_13_0	exp_20260916T165346Z_weighted_least_loaded_short_13	short	1789579962	5000000000	600	1789580038	1789580076	1789580638	4.971771	9.034788	1000000000	1	0	4	cluster-02	4	1000000000	1	1
14	exp_20260916T165346Z_weighted_least_loaded_short_14_0	exp_20260916T165346Z_weighted_least_loaded_short_14	short	1789579967	5000000000	600	1789580038	1789580076	1789580638	5.076385	8.029062	1000000000	1	0	4	cluster-02	4	1000000000	1	1
15	exp_20260916T165346Z_weighted_least_loaded_short_15_0	exp_20260916T165346Z_weighted_least_loaded_short_15	short	1789579967	5000000000	600	1789580038	1789580071	1789580638	3.039266	8.073157	1000000000	1	0	5	phone-02	1	1000000000	1	1
16	exp_20260916T165346Z_weighted_least_loaded_short_16_0	exp_20260916T165346Z_weighted_least_loaded_short_16	short	1789579972	5000000000	600	1789580043	1789580079	1789580643	4.980864	8.017556	1000000000	1	0	6	cluster-01	4	1000000000	1	1
17	exp_20260916T165346Z_weighted_least_loaded_short_17_0	exp_20260916T165346Z_weighted_least_loaded_short_17	short	1789579972	5000000000	600	1789580043	1789580079	1789580643	4.976291	9.020054	1000000000	1	0	6	cluster-01	4	1000000000	1	1
18	exp_20260916T165346Z_weighted_least_loaded_short_18_0	exp_20260916T165346Z_weighted_least_loaded_short_18	short	1789579977	5000000000	600	1789580043	1789580079	1789580643	5.079674	7.016351	1000000000	1	0	6	cluster-01	4	1000000000	1	1
19	exp_20260916T165346Z_weighted_least_loaded_medium_1_0	exp_20260916T165346Z_weighted_least_loaded_medium_1	medium	1789579977	30000000000	1200	1789580043	1789580111	1789581243	23.17369	24.063092	1000000000	1	0	6	cluster-01	4	1000000000	1	1
20	exp_20260916T165346Z_weighted_least_loaded_medium_2_0	exp_20260916T165346Z_weighted_least_loaded_medium_2	medium	1789579982	30000000000	1200	1789580045	1789580102	1789581245	16.20688	34.077339	1000000000	1	0	1	phone-01	1	1000000000	1	1
21	exp_20260916T165346Z_weighted_least_loaded_medium_3_0	exp_20260916T165346Z_weighted_least_loaded_medium_3	medium	1789579982	30000000000	1200	1789580049	1789580102	1789581249	21.29378	22.10008	1000000000	1	0	2	low-power-01	1	1000000000	1	1
22	exp_20260916T165346Z_weighted_least_loaded_medium_4_0	exp_20260916T165346Z_weighted_least_loaded_medium_4	medium	1789579982	30000000000	1200	1789580050	1789580094	1789581250	18.2061	19.050452	1000000000	1	0	3	desktop-01	2	1000000000	1	1
23	exp_20260916T165346Z_weighted_least_loaded_medium_5_0	exp_20260916T165346Z_weighted_least_loaded_medium_5	medium	1789579982	30000000000	1200	1789580055	1789580120	1789581255	23.253	24.099352	1000000000	1	0	4	cluster-02	4	1000000000	1	1
24	exp_20260916T165346Z_weighted_least_loaded_medium_6_0	exp_20260916T165346Z_weighted_least_loaded_medium_6	medium	1789579987	30000000000	1200	1789580050	1789580094	1789581250	18.23345	20.054654	1000000000	1	0	3	desktop-01	2	1000000000	1	1
25	exp_20260916T165346Z_weighted_least_loaded_medium_7_0	exp_20260916T165346Z_weighted_least_loaded_medium_7	medium	1789579987	30000000000	1200	1789580055	1789580107	1789581255	15.39066	32.082642	1000000000	1	0	5	phone-02	1	1000000000	1	1
26	exp_20260916T165346Z_weighted_least_loaded_medium_8_0	exp_20260916T165346Z_weighted_least_loaded_medium_8	medium	1789579987	30000000000	1200	1789580055	1789580120	1789581255	23.28585	26.107987	1000000000	1	0	4	cluster-02	4	1000000000	1	1
27	exp_20260916T165346Z_weighted_least_loaded_medium_9_0	exp_20260916T165346Z_weighted_least_loaded_medium_9	medium	1789579992	30000000000	1200	1789580055	1789580120	1789581255	23.2568	27.116606	1000000000	1	0	4	cluster-02	4	1000000000	1	1
28	exp_20260916T165346Z_weighted_least_loaded_medium_10_0	exp_20260916T165346Z_weighted_least_loaded_medium_10	medium	1789579992	30000000000	1200	1789580055	1789580120	1789581255	23.22181	25.10035	1000000000	1	0	4	cluster-02	4	1000000000	1	1
29	exp_20260916T165346Z_weighted_least_loaded_medium_11_0	exp_20260916T165346Z_weighted_least_loaded_medium_11	medium	1789579997	30000000000	1200	1789580057	1789580134	1789581257	9.652056	20.075	1000000000	1	0	1	phone-01	1	1000000000	1	1
30	exp_20260916T165346Z_weighted_least_loaded_medium_12_0	exp_20260916T165346Z_weighted_least_loaded_medium_12	medium	1789579997	30000000000	1200	1789580061	1789580136	1789581261	22.86459	23.040397	1000000000	1	0	2	low-power-01	1	1000000000	1	1
31	exp_20260916T165346Z_weighted_least_loaded_long_1_0	exp_20260916T165346Z_weighted_least_loaded_long_1	long	1789579997	120000000000	3600	1789580062	1789580232	1789583662	83.33758	83.33758	1000000000	1	0	3	desktop-01	2	1000000000	1	1
32	exp_20260916T165346Z_weighted_least_loaded_long_2_0	exp_20260916T165346Z_weighted_least_loaded_long_2	long	1789579997	120000000000	3600	1789580062	1789580232	1789583662	83.28544	83.28544	1000000000	1	0	3	desktop-01	2	1000000000	1	1
33	exp_20260916T165346Z_weighted_least_loaded_long_3_0	exp_20260916T165346Z_weighted_least_loaded_long_3	long	1789580002	120000000000	3600	1789580071	1789580229	1789583671	39.97276	77.352079	1000000000	1	0	5	phone-02	1	1000000000	1	1
34	exp_20260916T165346Z_weighted_least_loaded_long_4_0	exp_20260916T165346Z_weighted_least_loaded_long_4	long	1789580002	120000000000	3600	1789580067	1789580212	1789583667	83.66917	83.66917	1000000000	1	0	6	cluster-01	4	1000000000	1	1
35	exp_20260916T165346Z_weighted_least_loaded_long_5_0	exp_20260916T165346Z_weighted_least_loaded_long_5	long	1789580007	120000000000	3600	1789580067	1789580212	1789583667	83.69759	83.69759	1000000000	1	0	6	cluster-01	4	1000000000	1	1
36	exp_20260916T165346Z_weighted_least_loaded_long_6_0	exp_20260916T165346Z_weighted_least_loaded_long_6	long	1789580007	120000000000	3600	1789580067	1789580212	1789583667	83.41085	83.41085	1000000000	1	0	6	cluster-01	4	1000000000	1	1
