timestamp,node,action
1789638608.959496,cluster-01,start
1789638608.988126,cluster-02,start
1789638609.0162802,desktop-01,start
1789638609.044388,low-power-01,start
1789638609.073132,phone-01,start
1789638609.1008031,phone-02,start
1789638649.444021,cluster-01,stop
1789638659.520709,cluster-02,stop
1789638669.589798,desktop-01,stop
1789638679.6451929,low-power-01,stop
1789638679.719733,cluster-01,restart
1789638689.7681038,phone-01,stop
1789638689.833175,cluster-02,restart
1789638699.779548,phone-02,stop
1789638699.863255,desktop-01,restart
1789638710.012969,low-power-01,restart
1789638710.0473511,cluster-01,stop
1789638720.046583,phone-01,restart
1789638720.135419,cluster-02,stop
1789638730.106625,phone-02,restart
1789638730.159332,desktop-01,stop
1789638740.282918,cluster-01,restart
1789638740.317476,low-power-01,stop
1789638750.31485,phone-01,stop
1789638750.43555,cluster-02,restart
1789638760.4485602,desktop-01,restart
1789638760.504468,phone-02,stop
1789638770.596159,cluster-01,stop
1789638770.628803,low-power-01,restart
1789638780.58496,phone-01,restart
1789638780.7142882,cluster-02,stop
1789638790.714903,desktop-01,stop
1789638790.770514,phone-02,restart
1789638800.837325,cluster-01,restart
1789638800.924601,low-power-01,stop
1789638810.865985,phone-01,stop
1789638810.9614542,cluster-02,restart
1789638821.002073,desktop-01,restart
1789638821.057864,phone-02,stop
1789638831.155526,cluster-01,stop
1789638831.192297,low-power-01,restart
1789638841.212619,phone-01,restart
1789638841.283849,cluster-02,stop
1789638851.394014,desktop-01,stop
1789638851.426563,phone-02,restart
