timestamp,node,action
1789583667.1289768,cluster-01,start
1789583667.1567612,cluster-02,start
1789583667.184,desktop-01,start
1789583667.211083,low-power-01,start
1789583667.237658,phone-01,start
1789583667.264522,phone-02,start
1789583717.761882,cluster-01,stop
1789583727.8292758,cluster-02,stop
1789583727.9206169,cluster-01,restart
1789583737.9167218,desktop-01,stop
1789583738.012817,cluster-02,restart
1789583748.02806,low-power-01,stop
1789583748.1266382,desktop-01,restart
1789583758.112224,phone-01,stop
1789583758.265795,low-power-01,restart
1789583768.202942,phone-02,stop
1789583768.283581,phone-01,restart
1789583768.313209,cluster-01,stop
1789583778.3675892,phone-02,restart
1789583778.410483,cluster-02,stop
1789583778.445015,cluster-01,restart
1789583788.480375,desktop-01,stop
1789583788.567412,cluster-02,restart
1789583798.656318,desktop-01,restart
1789583798.715025,low-power-01,stop
1789583808.7091808,phone-01,stop
1789583808.907626,low-power-01,restart
1789583818.812845,phone-02,stop
1789583818.8701708,cluster-01,stop
1789583818.922134,phone-01,restart
1789583828.9523468,phone-02,restart
1789583828.9989061,cluster-02,stop
1789583829.0341911,cluster-01,restart
1789583839.030111,desktop-01,stop
1789583839.151493,cluster-02,restart
1789583849.2043679,desktop-01,restart
1789583849.2945971,low-power-01,stop
1789583859.314185,phone-01,stop
1789583859.463784,low-power-01,restart
1789583869.34287,phone-02,stop
1789583869.4267678,cluster-01,stop
1789583869.46524,phone-01,restart
1789583879.5479228,phone-02,restart
1789583879.587327,cluster-02,stop
1789583879.634038,cluster-01,restart
1789583889.688426,desktop-01,stop
1789583889.7542112,cluster-02,restart
