timestamp,node,action
1789641840.658786,cluster-01,start
1789641840.6904309,cluster-02,start
1789641840.720883,desktop-01,start
1789641840.7533162,low-power-01,start
1789641840.7848792,phone-01,start
1789641840.815517,phone-02,start
1789641863.033385,cluster-01,stop
1789641873.1067631,cluster-02,stop
1789641883.170774,desktop-01,stop
1789641888.2519429,cluster-01,restart
1789641893.251174,low-power-01,stop
1789641898.3467,cluster-02,restart
1789641900.459181,cluster-01,stop
1789641903.341438,phone-01,stop
1789641908.390733,desktop-01,restart
1789641910.4946759,cluster-02,stop
1789641913.3710861,phone-02,stop
1789641918.461097,low-power-01,restart
1789641920.5159721,desktop-01,stop
1789641925.7225878,cluster-01,restart
1789641928.537521,phone-01,restart
1789641930.60529,low-power-01,stop
1789641935.72787,cluster-02,restart
1789641937.926223,cluster-01,stop
1789641938.600169,phone-02,restart
1789641940.7013,phone-01,stop
1789641945.817006,desktop-01,restart
1789641947.890538,cluster-02,stop
1789641950.755007,phone-02,stop
1789641955.850504,low-power-01,restart
1789641957.991842,desktop-01,stop
1789641963.192109,cluster-01,restart
1789641965.975687,phone-01,restart
1789641968.023865,low-power-01,stop
1789641973.138973,cluster-02,restart
1789641975.411794,cluster-01,stop
1789641975.9898188,phone-02,restart
1789641978.130827,phone-01,stop
1789641983.199591,desktop-01,restart
1789641985.3086798,cluster-02,stop
1789641988.176928,phone-02,stop
1789641993.3171751,low-power-01,restart
1789641995.386235,desktop-01,stop
1789642000.684258,cluster-01,restart
1789642003.4152992,phone-01,restart
1789642005.472651,low-power-01,stop
1789642010.608614,cluster-02,restart
1789642012.841844,cluster-01,stop
1789642013.423454,phone-02,restart
1789642015.560846,phone-01,stop
1789642020.6141272,desktop-01,restart
1789642022.768384,cluster-02,stop
1789642025.60262,phone-02,stop
1789642030.7385101,low-power-01,restart
1789642032.772053,desktop-01,stop
1789642038.098018,cluster-01,restart
1789642040.78207,phone-01,restart
1789642042.903154,low-power-01,stop
1789642048.0453079,cluster-02,restart
1789642050.314118,cluster-01,stop
1789642050.8692968,phone-02,restart
1789642052.9288561,phone-01,stop
1789642057.9786508,desktop-01,restart
1789642060.227326,cluster-02,stop
1789642063.0680928,phone-02,stop
1789642068.151636,low-power-01,restart
1789642070.150411,desktop-01,stop
1789642075.613873,cluster-01,restart
1789642078.19281,phone-01,restart
1789642080.324217,low-power-01,stop
1789642085.516372,cluster-02,restart
1789642087.807294,cluster-01,stop
1789642088.36625,phone-02,restart
1789642090.383303,phone-01,stop
