timestamp,node,action
1789577713.1893902,cluster-01,start
1789577713.225952,cluster-02,start
1789577713.262203,desktop-01,start
1789577713.2974532,low-power-01,start
1789577713.349359,phone-01,start
1789577713.492404,phone-02,start
1789577748.951769,cluster-01,stop
1789577758.9962509,cluster-02,stop
1789577761.153362,cluster-01,restart
1789577769.0532422,desktop-01,stop
1789577771.26003,cluster-02,restart
1789577779.1635442,low-power-01,stop
1789577781.254522,desktop-01,restart
1789577786.551284,cluster-01,stop
1789577789.265504,phone-01,stop
1789577791.367278,low-power-01,restart
1789577796.61743,cluster-02,stop
1789577798.773925,cluster-01,restart
1789577799.300861,phone-02,stop
1789577801.4884312,phone-01,restart
1789577806.545336,desktop-01,stop
1789577808.802258,cluster-02,restart
1789577811.506322,phone-02,restart
1789577816.680175,low-power-01,stop
1789577818.7837188,desktop-01,restart
1789577824.119869,cluster-01,stop
1789577826.811889,phone-01,stop
1789577828.883492,low-power-01,restart
1789577834.117283,cluster-02,stop
1789577836.3012228,cluster-01,restart
1789577836.786387,phone-02,stop
1789577838.9707289,phone-01,restart
1789577844.094851,desktop-01,stop
1789577846.3016472,cluster-02,restart
1789577848.995018,phone-02,restart
1789577854.244855,low-power-01,stop
1789577856.2818959,desktop-01,restart
1789577861.60182,cluster-01,stop
1789577864.2686012,phone-01,stop
1789577866.4128,low-power-01,restart
1789577871.610026,cluster-02,stop
1789577873.768467,cluster-01,restart
1789577874.265989,phone-02,stop
1789577876.413089,phone-01,restart
1789577881.565093,desktop-01,stop
1789577883.7642298,cluster-02,restart
1789577886.397612,phone-02,restart
1789577891.678869,low-power-01,stop
1789577893.6996968,desktop-01,restart
1789577898.997385,cluster-01,stop
1789577901.66032,phone-01,stop
1789577903.824029,low-power-01,restart
1789577909.024276,cluster-02,stop
1789577911.1957278,cluster-01,restart
1789577911.678215,phone-02,stop
1789577913.863015,phone-01,restart
1789577918.99035,desktop-01,stop
1789577921.233207,cluster-02,restart
1789577923.856538,phone-02,restart
