timestamp,node,action
1789579218.853576,cluster-01,start
1789579218.883084,cluster-02,start
1789579218.909861,desktop-01,start
1789579218.9372532,low-power-01,start
1789579218.96705,phone-01,start
1789579218.996947,phone-02,start
1789579254.338319,cluster-01,stop
1789579264.39505,cluster-02,stop
1789579266.527117,cluster-01,restart
1789579274.517141,desktop-01,stop
1789579276.6142468,cluster-02,restart
1789579284.603199,low-power-01,stop
1789579286.8283021,desktop-01,restart
1789579291.921563,cluster-01,stop
1789579294.8354712,phone-01,stop
1789579296.819447,low-power-01,restart
1789579301.975146,cluster-02,stop
1789579304.116677,cluster-01,restart
1789579304.835525,phone-02,stop
1789579307.037261,phone-01,restart
1789579312.1068292,desktop-01,stop
1789579314.17227,cluster-02,restart
1789579317.096312,phone-02,restart
1789579322.195709,low-power-01,stop
1789579324.312379,desktop-01,restart
1789579329.390723,cluster-01,stop
1789579332.2962308,phone-01,stop
1789579334.34053,low-power-01,restart
1789579339.409099,cluster-02,stop
1789579341.545978,cluster-01,restart
1789579342.36977,phone-02,stop
1789579344.455952,phone-01,restart
1789579349.570445,desktop-01,stop
1789579351.5888052,cluster-02,restart
1789579354.563159,phone-02,restart
1789579359.605761,low-power-01,stop
1789579361.723221,desktop-01,restart
1789579366.814686,cluster-01,stop
1789579369.703588,phone-01,stop
1789579371.7792761,low-power-01,restart
1789579376.874909,cluster-02,stop
1789579378.99911,cluster-01,restart
1789579379.8245702,phone-02,stop
1789579381.8584461,phone-01,restart
1789579386.966779,desktop-01,stop
1789579389.032671,cluster-02,restart
1789579391.953438,phone-02,restart
1789579397.0096781,low-power-01,stop
1789579399.0995579,desktop-01,restart
1789579404.227987,cluster-01,stop
1789579407.1087182,phone-01,stop
1789579409.1944268,low-power-01,restart
1789579414.310862,cluster-02,stop
1789579416.410115,cluster-01,restart
1789579417.218354,phone-02,stop
1789579419.2915561,phone-01,restart
1789579424.376447,desktop-01,stop
1789579426.449443,cluster-02,restart
1789579429.3719192,phone-02,restart
1789579434.445606,low-power-01,stop
1789579436.526686,desktop-01,restart
1789579441.6406112,cluster-01,stop
1789579444.542083,phone-01,stop
1789579446.60848,low-power-01,restart
1789579451.7222772,cluster-02,stop
1789579453.811611,cluster-01,restart
1789579454.6580212,phone-02,stop
1789579456.7105122,phone-01,restart
1789579461.7838771,desktop-01,stop
1789579463.884264,cluster-02,restart
1789579466.7929149,phone-02,restart
1789579471.8628411,low-power-01,stop
1789579473.905411,desktop-01,restart
1789579479.0415301,cluster-01,stop
1789579481.963446,phone-01,stop
1789579484.025186,low-power-01,restart
1789579489.11504,cluster-02,stop
1789579491.241537,cluster-01,restart
1789579492.0520802,phone-02,stop
1789579494.148525,phone-01,restart
1789579499.217435,desktop-01,stop
1789579501.308856,cluster-02,restart
1789579504.270875,phone-02,restart
