timestamp,node,action
1789584028.3863108,cluster-01,start
1789584028.450412,cluster-02,start
1789584028.5137239,desktop-01,start
1789584028.563141,low-power-01,start
1789584028.612669,phone-01,start
1789584028.661394,phone-02,start
1789584079.444087,cluster-01,stop
1789584089.6171148,cluster-02,stop
1789584089.789972,cluster-01,restart
1789584099.635263,desktop-01,stop
1789584100.017146,cluster-02,restart
1789584109.835444,low-power-01,stop
1789584110.0099719,desktop-01,restart
1789584120.4322739,phone-01,stop
1789584120.521695,low-power-01,restart
1789584130.151513,phone-02,stop
1789584130.622591,cluster-01,stop
1789584130.701462,phone-01,restart
1789584140.401907,phone-02,restart
1789584140.6983218,cluster-02,stop
1789584140.946047,cluster-01,restart
1789584150.625053,desktop-01,stop
1789584150.939113,cluster-02,restart
1789584160.910452,desktop-01,restart
1789584161.11376,low-power-01,stop
1789584171.2882938,phone-01,stop
1789584171.3667579,low-power-01,restart
1789584180.965367,phone-02,stop
1789584181.476522,cluster-01,stop
1789584181.5378401,phone-01,restart
1789584191.1739898,phone-02,restart
1789584191.441849,cluster-02,stop
1789584191.668905,cluster-01,restart
1789584201.4368918,desktop-01,stop
1789584201.659342,cluster-02,restart
1789584211.669676,desktop-01,restart
1789584211.864938,low-power-01,stop
1789584222.010221,phone-01,stop
1789584222.077724,low-power-01,restart
1789584231.725776,phone-02,stop
1789584232.1715798,cluster-01,stop
1789584232.226911,phone-01,restart
1789584241.9475431,phone-02,restart
1789584242.133955,cluster-02,stop
1789584242.3423629,cluster-01,restart
