timestamp,node,action
1789641494.167614,cluster-01,start
1789641494.198891,cluster-02,start
1789641494.23214,desktop-01,start
1789641494.263531,low-power-01,start
1789641494.293802,phone-01,start
1789641494.3241038,phone-02,start
1789641516.540204,cluster-01,stop
1789641526.6188319,cluster-02,stop
1789641536.675873,desktop-01,stop
1789641541.790334,cluster-01,restart
1789641546.745952,low-power-01,stop
1789641551.888553,cluster-02,restart
1789641553.9775932,cluster-01,stop
1789641556.8338969,phone-01,stop
1789641561.921914,desktop-01,restart
1789641564.076433,cluster-02,stop
1789641566.89793,phone-02,stop
1789641571.9589891,low-power-01,restart
1789641574.072466,desktop-01,stop
1789641579.256433,cluster-01,restart
1789641582.050282,phone-01,restart
1789641584.1066968,low-power-01,stop
1789641589.326369,cluster-02,restart
1789641591.422293,cluster-01,stop
1789641592.110899,phone-02,restart
1789641594.233985,phone-01,stop
1789641599.333678,desktop-01,restart
1789641601.501622,cluster-02,stop
1789641604.2917671,phone-02,stop
1789641609.3555388,low-power-01,restart
1789641611.4868438,desktop-01,stop
1789641616.6520152,cluster-01,restart
1789641619.47548,phone-01,restart
1789641621.5115001,low-power-01,stop
1789641626.785185,cluster-02,restart
1789641628.826333,cluster-01,stop
1789641629.512222,phone-02,restart
1789641631.656492,phone-01,stop
1789641636.714338,desktop-01,restart
1789641638.956688,cluster-02,stop
1789641641.6947992,phone-02,stop
1789641646.777343,low-power-01,restart
1789641648.9118662,desktop-01,stop
1789641654.0958898,cluster-01,restart
1789641656.901385,phone-01,restart
1789641658.920158,low-power-01,stop
1789641664.21832,cluster-02,restart
1789641666.252445,cluster-01,stop
1789641666.9672372,phone-02,restart
1789641669.056093,phone-01,stop
1789641674.18827,desktop-01,restart
1789641676.393822,cluster-02,stop
1789641679.1445482,phone-02,stop
1789641684.2008169,low-power-01,restart
1789641686.3749828,desktop-01,stop
1789641691.531949,cluster-01,restart
1789641694.349482,phone-01,restart
1789641696.390387,low-power-01,stop
1789641701.687103,cluster-02,restart
1789641703.733243,cluster-01,stop
1789641704.456977,phone-02,restart
1789641706.5595891,phone-01,stop
1789641711.710339,desktop-01,restart
1789641713.879582,cluster-02,stop
1789641716.665108,phone-02,stop
