timestamp,node,action
1789641059.5172899,cluster-01,start
1789641059.54559,cluster-02,start
1789641059.571744,desktop-01,start
1789641059.599545,low-power-01,start
1789641059.626407,phone-01,start
1789641059.652986,phone-02,start
1789641081.886272,cluster-01,stop
1789641091.9640498,cluster-02,stop
1789641102.006457,desktop-01,stop
1789641107.10155,cluster-01,restart
1789641112.094316,low-power-01,stop
1789641117.2102342,cluster-02,restart
1789641119.298638,cluster-01,stop
1789641122.170578,phone-01,stop
1789641127.278474,desktop-01,restart
1789641129.381772,cluster-02,stop
1789641132.2354848,phone-02,stop
1789641137.3236978,low-power-01,restart
1789641139.441462,desktop-01,stop
1789641144.5575,cluster-01,restart
1789641147.405642,phone-01,restart
1789641149.454397,low-power-01,stop
1789641154.6444612,cluster-02,restart
1789641156.72306,cluster-01,stop
1789641157.4531572,phone-02,restart
1789641159.5904691,phone-01,stop
1789641164.688271,desktop-01,restart
1789641166.811899,cluster-02,stop
1789641169.6348958,phone-02,stop
1789641174.691412,low-power-01,restart
1789641176.848196,desktop-01,stop
1789641181.951392,cluster-01,restart
1789641184.826012,phone-01,restart
1789641186.839634,low-power-01,stop
1789641192.0509472,cluster-02,restart
1789641194.108144,cluster-01,stop
1789641194.8527648,phone-02,restart
1789641196.978564,phone-01,stop
1789641202.077667,desktop-01,restart
1789641204.228674,cluster-02,stop
1789641207.037293,phone-02,stop
1789641212.07267,low-power-01,restart
1789641214.2249548,desktop-01,stop
1789641219.332642,cluster-01,restart
1789641222.229373,phone-01,restart
1789641224.2770529,low-power-01,stop
1789641229.480552,cluster-02,restart
1789641231.521416,cluster-01,stop
1789641232.303452,phone-02,restart
1789641234.4039838,phone-01,stop
1789641239.484031,desktop-01,restart
1789641241.672477,cluster-02,stop
1789641244.5166569,phone-02,stop
1789641249.597322,low-power-01,restart
1789641251.668258,desktop-01,stop
1789641256.811096,cluster-01,restart
1789641259.6929312,phone-01,restart
1789641261.733554,low-power-01,stop
1789641266.94272,cluster-02,restart
1789641268.96632,cluster-01,stop
1789641269.785455,phone-02,restart
1789641271.886063,phone-01,stop
1789641276.9604201,desktop-01,restart
1789641279.1136918,cluster-02,stop
1789641282.006859,phone-02,stop
1789641287.089303,low-power-01,restart
1789641289.141616,desktop-01,stop
1789641294.251266,cluster-01,restart
1789641297.1686049,phone-01,restart
1789641299.250123,low-power-01,stop
1789641304.402066,cluster-02,restart
1789641306.446374,cluster-01,stop
1789641307.291502,phone-02,restart
1789641309.374327,phone-01,stop
1789641314.433732,desktop-01,restart
1789641316.60755,cluster-02,stop
1789641319.515666,phone-02,stop
1789641324.600228,low-power-01,restart
1789641326.6098619,desktop-01,stop
1789641331.7407842,cluster-01,restart
1789641334.6531572,phone-01,restart
1789641336.744267,low-power-01,stop
1789641341.911735,cluster-02,restart
1789641343.951523,cluster-01,stop
1789641344.786477,phone-02,restart
1789641346.847012,phone-01,stop
1789641351.900341,desktop-01,restart
1789641354.109854,cluster-02,stop
1789641357.022581,phone-02,stop
1789641362.0964239,low-power-01,restart
1789641364.146689,desktop-01,stop
1789641369.2465012,cluster-01,restart
