timestamp,node,action
1789637859.9613838,cluster-01,start
1789637859.991667,cluster-02,start
1789637860.021278,desktop-01,start
1789637860.04872,low-power-01,start
1789637860.075934,phone-01,start
1789637860.103463,phone-02,start
1789637900.576774,cluster-01,stop
1789637910.559351,cluster-02,stop
1789637920.624712,desktop-01,stop
1789637930.668311,low-power-01,stop
1789637930.853313,cluster-01,restart
1789637940.803974,phone-01,stop
1789637940.86356,cluster-02,restart
1789637950.863219,phone-02,stop
1789637950.9341261,desktop-01,restart
1789637961.023545,low-power-01,restart
1789637961.22188,cluster-01,stop
1789637971.1557891,phone-01,restart
1789637971.232502,cluster-02,stop
1789637981.154319,phone-02,restart
1789637981.2374358,desktop-01,stop
1789637991.2954822,low-power-01,stop
1789637991.488975,cluster-01,restart
1789638001.436248,phone-01,stop
1789638001.478028,cluster-02,restart
1789638011.4285178,phone-02,stop
1789638011.482313,desktop-01,restart
1789638021.5646021,low-power-01,restart
1789638021.742558,cluster-01,stop
1789638031.6753879,phone-01,restart
1789638031.730379,cluster-02,stop
1789638041.6798851,phone-02,restart
1789638041.7387462,desktop-01,stop
1789638051.816287,low-power-01,stop
1789638052.0104718,cluster-01,restart
1789638061.9904451,phone-01,stop
1789638062.034675,cluster-02,restart
1789638072.0309749,phone-02,stop
1789638072.0644438,desktop-01,restart
1789638082.159782,low-power-01,restart
1789638082.344844,cluster-01,stop
1789638092.3394072,phone-01,restart
1789638092.3836238,cluster-02,stop
