timestamp,node,action
1789582521.32934,cluster-01,start
1789582521.358728,cluster-02,start
1789582521.386875,desktop-01,start
1789582521.4164128,low-power-01,start
1789582521.444612,phone-01,start
1789582521.473243,phone-02,start
1789582572.069752,cluster-01,stop
1789582582.161508,cluster-02,stop
1789582582.278572,cluster-01,restart
1789582592.2490392,desktop-01,stop
1789582592.358592,cluster-02,restart
1789582602.404338,low-power-01,stop
1789582602.580322,desktop-01,restart
1789582612.473037,phone-01,stop
1789582612.621513,low-power-01,restart
1789582622.563754,phone-02,stop
1789582622.7149062,phone-01,restart
1789582622.79295,cluster-01,stop
1789582632.746065,phone-02,restart
1789582632.819047,cluster-02,stop
1789582632.9471512,cluster-01,restart
1789582642.988883,cluster-02,restart
1789582643.020073,desktop-01,stop
1789582653.0155609,low-power-01,stop
1789582653.168643,desktop-01,restart
1789582663.106913,phone-01,stop
1789582663.17771,low-power-01,restart
1789582673.1454709,phone-02,stop
1789582673.2315352,phone-01,restart
1789582673.2894652,cluster-01,stop
1789582683.275914,phone-02,restart
1789582683.303185,cluster-02,stop
1789582683.409568,cluster-01,restart
1789582693.421587,cluster-02,restart
1789582693.4867551,desktop-01,stop
1789582703.475389,low-power-01,stop
1789582703.613148,desktop-01,restart
1789582713.580631,phone-01,stop
1789582713.619811,low-power-01,restart
1789582723.660465,phone-02,stop
1789582723.730067,phone-01,restart
1789582723.8141298,cluster-01,stop
