timestamp,node,action
1789635742.490346,cluster-01,start
1789635742.521836,cluster-02,start
1789635742.551611,desktop-01,start
1789635742.581053,low-power-01,start
1789635742.609797,phone-01,start
1789635742.638429,phone-02,start
1789635798.4086132,cluster-01,stop
1789635803.726607,cluster-01,restart
1789635808.596203,cluster-02,stop
1789635813.734987,cluster-02,restart
1789635818.643748,desktop-01,stop
1789635823.8399098,desktop-01,restart
1789635828.6777658,low-power-01,stop
1789635833.877165,low-power-01,restart
1789635838.833035,phone-01,stop
1789635844.0176299,phone-01,restart
1789635848.843016,phone-02,stop
1789635849.308063,cluster-01,stop
1789635853.988544,phone-02,restart
1789635854.444194,cluster-01,restart
1789635859.3308601,cluster-02,stop
1789635864.476962,cluster-02,restart
1789635869.411984,desktop-01,stop
1789635874.54986,desktop-01,restart
1789635879.361171,low-power-01,stop
1789635884.4925911,low-power-01,restart
1789635889.424885,phone-01,stop
1789635894.522454,phone-01,restart
1789635899.416712,phone-02,stop
1789635899.885952,cluster-01,stop
1789635904.530826,phone-02,restart
1789635905.000159,cluster-01,restart
1789635909.8828642,cluster-02,stop
1789635914.9841359,cluster-02,restart
1789635919.9440398,desktop-01,stop
1789635925.054076,desktop-01,restart
1789635929.893055,low-power-01,stop
1789635935.0112,low-power-01,restart
1789635939.9789991,phone-01,stop
