result_id	result_name	workunit_name	work_class	wu_create_time	rsc_fpops_est	delay_bound	sent_time	received_time	report_deadline	cpu_time	elapsed_time	flops_estimate	outcome	exit_status	host_id	domain_name	p_ncpus	p_fpops	on_frac	active_frac
1	exp_20260916T165346Z_sjf_short_1_0	exp_20260916T165346Z_sjf_short_1	short	1789578777	5000000000	600	1789578850	1789578892	1789579450	5.089854	7.041003	1000000000	1	0	5	cluster-01	4	1000000000	1	1
2	exp_20260916T165346Z_sjf_short_2_0	exp_20260916T165346Z_sjf_short_2	short	1789578777	5000000000	600	1789578850	1789578879	1789579450	5.970595	7.037136	1000000000	1	0	4	cluster-02	4	1000000000	1	1
3	exp_20260916T165346Z_sjf_short_3_0	exp_20260916T165346Z_sjf_short_3	short	1789578777	5000000000	600	1789578845	1789578874	1789579445	2.553709	7.038219	1000000000	1	0	1	phone-01	1	1000000000	1	1
4	exp_20260916T165346Z_sjf_short_4_0	exp_20260916T165346Z_sjf_short_4	short	1789578782	5000000000	600	1789578845	1789578879	1789579445	5.959217	7.039203	1000000000	1	0	2	desktop-01	2	1000000000	1	1
5	exp_20260916T165346Z_sjf_short_5_0	exp_20260916T165346Z_sjf_short_5	short	1789578782	5000000000	600	1789578845	1789578869	1789579445	2.582194	7.047998	1000000000	1	0	3	phone-02	1	1000000000	1	1
6	exp_20260916T165346Z_sjf_short_6_0	exp_20260916T165346Z_sjf_short_6	short	1789578782	5000000000	600	1789578850	1789578879	1789579450	5.965421	7.036803	1000000000	1	0	6	low-power-01	1	1000000000	1	1
7	exp_20260916T165346Z_sjf_short_7_0	exp_20260916T165346Z_sjf_short_7	short	1789578782	5000000000	600	1789578857	1789578886	1789579457	3.053375	8.032004	1000000000	1	0	1	phone-01	1	1000000000	1	1
8	exp_20260916T165346Z_sjf_short_8_0	exp_20260916T165346Z_sjf_short_8	short	1789578787	5000000000	600	1789578862	1789578902	1789579462	5.089115	8.019356	1000000000	1	0	2	desktop-01	2	1000000000	1	1
9	exp_20260916T165346Z_sjf_short_9_0	exp_20260916T165346Z_sjf_short_9	short	1789578792	5000000000	600	1789578857	1789578882	1789579457	3.060363	8.022079	1000000000	1	0	3	phone-02	1	1000000000	1	1
10	exp_20260916T165346Z_sjf_short_10_0	exp_20260916T165346Z_sjf_short_10	short	1789578792	5000000000	600	1789578867	1789578904	1789579467	4.981342	9.033152	1000000000	1	0	5	cluster-01	4	1000000000	1	1
11	exp_20260916T165346Z_sjf_short_11_0	exp_20260916T165346Z_sjf_short_11	short	1789578792	5000000000	600	1789578862	1789578901	1789579462	5.068944	8.024028	1000000000	1	0	4	cluster-02	4	1000000000	1	1
12	exp_20260916T165346Z_sjf_short_12_0	exp_20260916T165346Z_sjf_short_12	short	1789578797	5000000000	600	1789578862	1789578901	1789579462	5.067533	9.028214	1000000000	1	0	4	cluster-02	4	1000000000	1	1
13	exp_20260916T165346Z_sjf_short_13_0	exp_20260916T165346Z_sjf_short_13	short	1789578797	5000000000	600	1789578862	1789578901	1789579462	5.072603	7.021447	1000000000	1	0	4	cluster-02	4	1000000000	1	1
14	exp_20260916T165346Z_sjf_short_14_0	exp_20260916T165346Z_sjf_short_14	short	1789578797	5000000000	600	1789578862	1789578901	1789579462	4.96714	10.032834	1000000000	1	0	4	cluster-02	4	1000000000	1	1
15	exp_20260916T165346Z_sjf_short_15_0	exp_20260916T165346Z_sjf_short_15	short	1789578802	5000000000	600	1789578862	1789578902	1789579462	5.085111	7.017976	1000000000	1	0	2	desktop-01	2	1000000000	1	1
16	exp_20260916T165346Z_sjf_short_16_0	exp_20260916T165346Z_sjf_short_16	short	1789578802	5000000000	600	1789578867	1789578892	1789579467	4.971243	6.022606	1000000000	1	0	6	low-power-01	1	1000000000	1	1
17	exp_20260916T165346Z_sjf_short_17_0	exp_20260916T165346Z_sjf_short_17	short	1789578802	5000000000	600	1789578867	1789578904	1789579467	4.987307	7.023802	1000000000	1	0	5	cluster-01	4	1000000000	1	1
18	exp_20260916T165346Z_sjf_short_18_0	exp_20260916T165346Z_sjf_short_18	short	1789578802	5000000000	600	1789578867	1789578904	1789579467	4.982526	8.029899	1000000000	1	0	5	cluster-01	4	1000000000	1	1
19	exp_20260916T165346Z_sjf_medium_1_0	exp_20260916T165346Z_sjf_medium_1	medium	1789578807	30000000000	1200	1789578867	1789578941	1789580067	22.29579	23.077809	1000000000	1	0	5	cluster-01	4	1000000000	1	1
20	exp_20260916T165346Z_sjf_medium_2_0	exp_20260916T165346Z_sjf_medium_2	medium	1789578807	30000000000	1200	1789578874	1789578937	1789580074	15.31828	31.119407	1000000000	1	0	1	phone-01	1	1000000000	1	1
21	exp_20260916T165346Z_sjf_medium_3_0	exp_20260916T165346Z_sjf_medium_3	medium	1789578807	30000000000	1200	1789578869	1789578911	1789580069	15.13117	32.089559	1000000000	1	0	3	phone-02	1	1000000000	1	1
22	exp_20260916T165346Z_sjf_medium_4_0	exp_20260916T165346Z_sjf_medium_4	medium	1789578812	30000000000	1200	1789578879	1789578939	1789580079	23.14765	25.093577	1000000000	1	0	4	cluster-02	4	1000000000	1	1
23	exp_20260916T165346Z_sjf_medium_5_0	exp_20260916T165346Z_sjf_medium_5	medium	1789578812	30000000000	1200	1789578879	1789578938	1789580079	18.18526	19.032559	1000000000	1	0	2	desktop-01	2	1000000000	1	1
24	exp_20260916T165346Z_sjf_medium_6_0	exp_20260916T165346Z_sjf_medium_6	medium	1789578812	30000000000	1200	1789578879	1789578939	1789580079	23.16738	26.099886	1000000000	1	0	4	cluster-02	4	1000000000	1	1
25	exp_20260916T165346Z_sjf_medium_7_0	exp_20260916T165346Z_sjf_medium_7	medium	1789578812	30000000000	1200	1789578879	1789578939	1789580079	23.13971	24.09248	1000000000	1	0	4	cluster-02	4	1000000000	1	1
26	exp_20260916T165346Z_sjf_medium_8_0	exp_20260916T165346Z_sjf_medium_8	medium	1789578812	30000000000	1200	1789578879	1789578939	1789580079	23.16444	27.109377	1000000000	1	0	4	cluster-02	4	1000000000	1	1
27	exp_20260916T165346Z_sjf_medium_9_0	exp_20260916T165346Z_sjf_medium_9	medium	1789578812	30000000000	1200	1789578879	1789578938	1789580079	18.22002	20.041963	1000000000	1	0	2	desktop-01	2	1000000000	1	1
28	exp_20260916T165346Z_sjf_medium_10_0	exp_20260916T165346Z_sjf_medium_10	medium	1789578817	30000000000	1200	1789578879	1789578924	1789580079	17.16747	18.037527	1000000000	1	0	6	low-power-01	1	1000000000	1	1
29	exp_20260916T165346Z_sjf_medium_11_0	exp_20260916T165346Z_sjf_medium_11	medium	1789578822	30000000000	1200	1789578882	1789578949	1789580082	9.750181	20.11312	1000000000	1	0	3	phone-02	1	1000000000	1	1
30	exp_20260916T165346Z_sjf_medium_12_0	exp_20260916T165346Z_sjf_medium_12	medium	1789578822	30000000000	1200	1789578887	1789578971	1789580087	11.79843	24.10045	1000000000	1	0	1	phone-01	1	1000000000	1	1
31	exp_20260916T165346Z_sjf_long_1_0	exp_20260916T165346Z_sjf_long_1	long	1789578822	120000000000	3600	1789578892	1789579050	1789582492	83.2153	83.2153	1000000000	1	0	6	low-power-01	1	1000000000	1	1
32	exp_20260916T165346Z_sjf_long_2_0	exp_20260916T165346Z_sjf_long_2	long	1789578827	120000000000	3600	1789578892	1789579037	1789582492	83.28459	83.28459	1000000000	1	0	5	cluster-01	4	1000000000	1	1
33	exp_20260916T165346Z_sjf_long_3_0	exp_20260916T165346Z_sjf_long_3	long	1789578827	120000000000	3600	1789578892	1789579037	1789582492	83.34631	83.34631	1000000000	1	0	5	cluster-01	4	1000000000	1	1
34	exp_20260916T165346Z_sjf_long_4_0	exp_20260916T165346Z_sjf_long_4	long	1789578827	120000000000	3600	1789578892	1789579049	1789582492	83.90307	83.90307	1000000000	1	0	5	cluster-01	4	1000000000	1	1
35	exp_20260916T165346Z_sjf_long_5_0	exp_20260916T165346Z_sjf_long_5	long	1789578827	120000000000	3600	1789578892	1789579037	1789582492	83.29804	83.29804	1000000000	1	0	5	cluster-01	4	1000000000	1	1
36	exp_20260916T165346Z_sjf_long_6_0	exp_20260916T165346Z_sjf_long_6	long	1789578832	120000000000	3600	1789578901	1789579067	1789582501	84.08954	84.08954	1000000000	1	0	4	cluster-02	4	1000000000	1	1
